qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Though_the_distinction_felt_sudde|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededor. Atendiendo a la llamada del camino, viajasteis de aldea en aldea comprando y vendiendo lo que podíais. No fue una vida adinerada, pero aprendisteis a regatear incluso frente los ancianos más miserables, consiguiendo buenos precios. Intuisteis que pronto estaríais {reg3?lista:listo} para comenzar vuestro propio negocio...
qstr_Though_the_distinction_felt_sudden|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededory todo el mundo pareció cambiar a vuestro alrededor. Comenzasteis a trabajar en una herrería, creando objetos bellos y útiles a partil del simple metal. Al pasar el tiempo os convertisteis en {reg3?maestra:maestro} de vuestro oficio, y vuestro buen hacer comenzó a reportaros beneficios. Con la tripa llena y la chimenea ardiendo, contemplasteis con orgullo vuestro trabajo y vuestra reputación.
qstr_Though_the_distinction_felt_sudden_|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededor. {reg3?Hastiada:Hastiado} de la ambición de dinero de los hombres, os refugiasteis en los bosques de vuestro señor y decidisteis haceros con su botín de caza, sin atender a las leyes. Cazasteis ciervos, jabalíes y gansos, y vendisteis su preciada carne en el mercado negro. Talasteis árboles ante las narices de los guardias y los convertisteis en leña que calentó muchos hogares helados en invierno. Todo por una miaja de dinero, por supuesto...
qstr_Though_the_distinction_felt_sudden_t|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {s13}, y todo el mundo pareció cambiar a vuestro alrededor.  Empaquetasteis las pocas propiedades que os pertenecían y partisteis hacia el mundo para difundir la fe de los Siete. Pregonasteis su palabra a todo el que quiso escucharos e impresionasteis a muchos con la pasión de tus sermanos. A pesar de que hicisteis voto de pobreza, en tus viajes nunca te faltó comida, bebida o abrigo. La hospitalidad de los campesinos fue siempre generosa con un {s13} de los dioses.
qstr_Though_the_distinction_felt_sudden_to|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?woman:man}, dependiendo de tu rapidez mental para sobrevivir cada día. Descontento con una vida sencilla de trabajar por monedas, tomáis las calles haciendo lo que fuera necesario para sobrevivir. Evitando las leyes de los hombres tomando cualquier camino lejos del hacha del verdugo.
qstr_Though_the_distinction_felt_sudden_to_|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {s13}, y todo el mundo pareció cambiar a vuestro alrededor. Cuando eras un renombrado escudero de un noble, practicaste largo y tendido con las armas, aprendido como noquear a rivales y como recibir los golpes, también. Fuiste instruido por tu señor y aprendiste los deberes para con él y con los que un día podrían ser sus vasallos. Pero además de aprender el estilo caballeresco, también aprendiste el lado menos edificante. Historias de la política de viejos guerreros, de traiciones y usurpaciones, de los hombres que usan la astucia y la valentía para lograr sus objetivos. 
qstr_an_outlaw|un forajido
qstr_Though_the_distinction_felt_sudden_to_y|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {s13}, y todo el mundo pareció cambiar a vuestro alrededor. Os unisteis a un cerrado círculo de mujeres en la corte, doncellas haciendo cosas de doncellas, de esposas y amantes de hombres nobles así como niñas aún sin esposo. Sin embargo, incluso aquí encontrasteis la maquinaria política, testigo de las cruentas luchas de las damas por predominar una sobre la otra para atraer la atención de los hombres de la corte. Rápidamente aprendisteis a sacar partido de estas situaciones. Con ello, os disteis cuenta de que podíais influir significativamente en el mundo, si os aplicabais a la tarea con un poco de sutileza...
qstr_a_slaver|un esclavo
qstr_Though_the_distinction_felt_sudden_to_yo|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {s13}, y todo el mundo pareció cambiar a vuestro alrededor. Os lanzasteis al mundo sin nada excepto vuestro instrumento a la espalda y vuestra voz. Era una existencia pobre, con multitud de noches hambrientas cuando la gente no apreciaba vuestro arte, pero fuisteis capaz de sobrevivir sólo con vuestra música. Al pasar los años, aprendisteis a tocar frente a bandas de borrachos en las tabernas, y ganasteis experiencia para conseguir lo que deseabais gracias a vuestra labia.
qstr_Only_you_know_exactly_wha|Sólo vos sabéis cuál fue la causa de que abandonaseis vuestra antigua vida y os lanzaseis a la aventura. De todas formas, no fue una decisión difícil, habida cuenta la ira de vuestro corazón. Queréis venganza. Queréis justicia. Lo que os hicieron no puede ser desecho, y estas deudas sólo pueden ser pagadas con sangre...
qstr_Only_you_know_exactly_what|Sólo vos sabéis cuál fue la causa de que abandonaseis vuestra antigua vida y os lanzaseis a la aventura. Lo único que podéis decir es que no soportabais quedaros, no con los dolorosos recuerdos de vuestros seres amados tan cerca. Tal vez vuestra nueva vida os permita olvidar, u honrar a aquéllos que no os atrevéis a nombrar...
qstr_Only_you_know_exactly_what_|Sólo vos sabéis cuál fue la causa de que abandonaseis vuestra antigua vida y os lanzaseis a la aventura. Ni siquiera os acordáis de por qué vuestra casa se convirtió en una prisión, de cuándo lo familiar se transformó en mundano, pero vuestros deseos de aventura inundaron vuestra vida. Ya sea que soñáis con llegar a un lugar lejano o simplemente deseáis caminar sin rumbo y libremente, no podíais soportar quedaros en el mismo lugar. Simplemente echasteis a andar, y nunca más mirasteis atrás...
qstr_Only_you_know_exactly_what_c|Sólo vos sabéis cuál fue la causa de que abandonaseis vuestra antigua vida y os lanzaseis a la aventura. Sin embargo, sabéis que no podéis regresar. No hay nada ni nadie a donde regresar. Vuestro hogar ya no existe y debéis aceptar que os enfrentáis al mundo {reg3?sola:solo}, para ahogaros o salir a flote...
qstr_Only_you_know_exactly_what_ca|Sólo vos sabéis cuál fue la causa de que abandonaseis vuestra antigua vida y os lanzaseis a la aventura. Para todos los demás, está claro que lo único que os motiva es el beneficio personal. Queréis riquezas, poder, que os respeten y que os teman. Queréis ser la persona a la que los demás obedecen. Queréis que la gente conozca vuestro nombre y tiemble cada vez que se pronuncie. Lo queréis todo, y no permitiréis que nadie se interponga en vuestro camino...
qstr_Only_you_know_exactly_what_cau|Sólo vos sabéis cuál fue la causa de que abandonaseis vuestra antigua vida y os lanzaseis a la aventura.  A pesar de ello, el intenso fervor moral de vuestra alma no os permitiría encontrar la paz en ningún lugar. Siempre había otras almas que limpiar con la bendición de Dios. Así que pregonáis su palabra allá donde vais, buscando llevar la salvación y revelación a las masas, ya sean fieles o paganos. Todos deben conocer la gloria de Dios si está en tu mano...
qstr_a_sense_of_duty|el sentido del deber
qstr_As_war_begins_to_tea|Cuando una guerra empieza la tierra se rasga y mucho marchan con el deseo de unirse a ella.  Como un {s13} de honor os sentís en la obligación de armaros para defender la región a la que llamáis hogar.
qstr_{s1}^^_But_soon_every|{s1}^^ Pero pronto todo cambió y decidisteis ser un aventurero. Lo que os hizo tomar la decisión fue {s2}. {s3}
qstr_^{s1}^^_As_a_{s3}_{s|^{s1}^^ Como {s3} {s2}. {s4}
qstr_ERROR:_No_valid_fact|ERROR: Ninguna facción valida seleccionada.
qstr_Equipment_will_be_de|El equipo se determina según la facción {s32} empezando con {reg31}.
qstr_DEBUG__CCP_:_The_play|DEBUG (CCP): The player has bene given a smithy in the town of {s31}.
qstr_DEBUG__CCP_:_The_playe|DEBUG (CCP): The player has bene given {reg31} acres of land in the town of {s31}.
qstr_You_got_{reg1}_extra|Obtenéis {reg1} punto de experiencia extra por vuestra inteligencia.
qstr_You_got_{reg1}_weapo|Obtenéis {reg1} {reg2?puntos:punto} de armas.
qstr_{reg3?{s1}_s_profici|{reg3?Las competencias de {s1} con {s2} ha subido de {reg2} a {reg1}.:Las competencias de {s1} con {s2} ha alcanzado {reg1}.}
qstr_You_got_keys_of_dung|Tenéis las llaves de la mazmorra.
qstr_Go_near_the_chest_an|Acércate al cofre y manten el botón derecho del ratón pulsado, entonces podrás depositar o retirar dinero de él.
qstr_You_have_been_knocke|Os han dejado inconsciente. Podéis observar a vuestros hombres en batalla o pular Tab para retirarse.
qstr_Everyone_you_know_wh|¡Ya sabéis que hacer. A vuestras posiciones!
qstr_{reg2?You:Your_mount|¡{reg2?Recibís:Vuestra montura recibe} {reg1} de daño extra!
qstr_{reg2?You_strike:You|¡{reg2?Golpeáis:Vuestro caballo carga} con un bonus de {reg1} de daño!
qstr_You_whistle_for_your|Silbáis a vuestro caballo.
qstr_Your_horse_received_|¡Vuestro caballo recibe {reg1} de daño en ristre!
qstr_Braced_{s1}_dealt_{r|¡{s1} Hace {reg1} de daño en ristre!
qstr_Bracing_{s1}_for_cha|{s1} carga en ristre.
qstr_Releasing_from_brace|Liberación de tistre.
qstr_...and_attack_enemy_|... y ataca a la división enemiga {s1}
qstr_{s2}:_returning_afte|{s2}: regresando tras destruir la división enemiga {s1}
qstr_You_must_stay_behind|¡Debéis permanecer detrás de la línea! El punto no ha sido anotado.
qstr_End_the_sparring_mat|¿Finalizar el combate?
qstr_Tutorial|Tutorial
qstr_Tester|Probador
qstr__Next_pay_day:_{s1}|Paga del siguiente día: {s1}
qstr_{s1}^^Affiliated_to_|{s1}^^Afiliado a {s5}
qstr_No_companions_in_par|¡No hay compañeros en el grupo!
qstr_You_came_into_the_worl|Habéis venido al mundo como {reg3?hija:hijo} de un noble venido a menos, propietarios solo de la casa donde vivíais. Sin embargo, a pesar de las dificultades de vuestra familia, os procuraron una buena educación y os inculcaron el rigor de la aristocracia y la vida en la corte.
qstr_As_a_child_your_family|Cuando erais niño, vuestra familia os arrastró a una vida pobra dado a los salarios de vuestro padre como guardia de un señor local. No era una existencia fácil y erais demasiado pobres para obtener algo de educación. Aprendisteis sobre todo a defenderos en la calle, con o sin un arma en la mano.
qstr_{reg3?daughter:son}|{reg3?hija:hijo}
qstr_You_were_the_{reg3?dau|Sois {reg3?hija:hijo} de una familia que vivía en los bosques, haciendo cualquier cosa que necesitaran para vivir. Cazar, cortar madera, fabricar flecha, incluso practicar la caza furtiva cuando las cosas se ponen apretadas. El invierno nunca fue bueno en vuestra familia ya que el frío caza animales y personas por igual, pero tú siempre vivías para ver otro anochecer, cosa que tus hermanos y hermanas no puede decir.
qstr_You_were_a_child_of_th|Sois {reg3?una hija:un hijo} de la estepa, nacisteis en una tribu de nómadas que vivían en campamentos extendidos por las áridas praderas. Como otras gentes tribales, vuestra familia adoraba a los caballos sobre cualquier otra cosa, y os enseñaron a cabalgar antes incluso de que aprendierais a andar. 
qstr_As_the_{reg3?daughter:|Como {reg3?hija:hijo} de un ladrón, habéis tenido poca educación formal. Os pasasteis la niñez en la calle, mendigando hasta que aprendisteis a robar monederos, y robando monederos hasta que aprendisteis a forzar cerraduras. Todos esos años, no obstante, os enseñaron a defenderos en la calle, así como los secretos de las ciudades y de los callejones oscuros.
qstr_As_a_{reg3?girl:boy}_growing_o|Al abandonar la niñez, os enviaron a vivir a la corte de uno de los señores de aquellas tierras. Allí aprendisteis a ser humilde, mientras servíais a los señores y señoras de la casa. Pero de sus juegos de ajedrez, sus cotilleos, e incluso de sus poesías sobre grandes hazañas y amores de corte, aprendisteis todo acerca del conflicto y la competición del mundo de los adultos. También aprendisteis de los juegos que practicaban otros niños, que se golpeaban con palos imitando las espadas de sus mayores.
qstr_As_a_{reg3?girl:boy}_growing_ou|Al dejar atrás vuestra niñez, os hicisteis aprendiz de un mercader local, aprendiendo el oficio durante años de trabajo en las tiendas y caravanas. Pronto dominasteis el arte de comprar barato, vender caro y dejar al cliente satisfecho pensando que había conseguido un buen precio.
qstr_As_a_{reg3?girl:boy}_growing_out|Al dejar atrás vuestra niñez, cabalgasteis por las estepas en vuestro caballo, aprendiendo sobre las llanuras y el desierto. Aunque a veces pasasteis hambre, os convertisteis en hábil {reg3?cazadora:cazador} y {reg3?exploradora:explorador} de estas tierras deshabitadas. Vuestro cuerpo también se endureció gracias al rigor físico que caracteriza la vida de {reg3?una:un} nómada.
qstr_As_a_{reg3?girl:boy}_growing_out_|Al dejar atrás vuestra niñez, vivisteis en las calles, haciendo lo posible por sobrevivir día a día. Mendigando, robando y haciendo trabajillos ilegales para ganaros el pan, sobrevisteis en este mundo violento, siempre un paso por delante de la ley y de aquellos que os deseaban mal.
qstr_As_a_{reg3?girl:boy}_growing_out_o|Al dejar atrás vuestra niñez, cabalgasteis por las llanuras en vuestro caballo, aprendiendo sobre las llanuras y el desierto. Aunque a veces pasasteis hambre, os convertisteis en hábil {reg3?cazadora:cazador} y {reg3?exploradora:explorador} de estas tierras deshabitadas. Vuestro cuerpo también se endureció gracias al rigor físico que caracteriza la vida de {reg3?una:un} dothraki
qstr_Though_the_distinction_felt_sudden_to_you|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?una mujer:un hombre}, y todo el mundo pareció cambiar a vuestro alrededor. Os encontrasteis estudiando en una universidad en una gran ciudad, aprendiendo teología, filosofía y medicina. Pero no todas vuestras lecciones se impartieron en las aulas. A veces os aventurabais con vuestros compañeros por los callejones en busca de vino, mujeres y una buena pelea. Sin embargo, no dejasteis de observar cómo se llevaba a cabo el arreglo de una mandíbula rota, o cómo un ciudadano enfadado podía ser persuadido para dejar su garrote y aceptar una compensación en dinero por la destrucción de su tienda.
