str_no_string|¡NO STRING!
str_npc21_kingsupport_1|Como noble que soy, puedo reconocer a la realeza en un instante, y me atrevo a decir que sois uno de los más claros descendientes de reyes que he conocido.
str_npc22_kingsupport_1|No me digáis que queréis ser uno de ellos... Aunque bueno, quizás vos seríais mejor y más sensato.
str_npc23_kingsupport_1|Siempre habéis sido honorable, así que creo que seríais un gobernante justo.
str_npc24_kingsupport_1|Siempre habéis sido honorable, así que creo que seríais un gobernante justo.
str_npc25_kingsupport_1|¿Cómo me habéis encontrado?
str_npc26_kingsupport_1|No me importa.
str_npc27_kingsupport_1|Siempre habéis sido honorable, así que creo que seríais un gobernante justo.
str_npc28_kingsupport_1|Siempre habéis sido honorable, así que creo que seríais un gobernante justo.
str_npc1_kingsupport_2|Os respaldo, {playername}. Pero dejadme aconsejaros que atraigáis a otros a vuestra causa, en especial a caballeros como yo. Se dice que en los antiguos tiempos, en la época de los ándalos, los que tomaron el trono ofrecieron una gran amnistía a todos los prisioneros que estaban encerrados. Libertad a los hombres de sus votos, dad a la gente una segunda oportunidad para hacer algo provechoso... al igual que vos me distéis a mí una segunda oportunidad, {playername}.
str_npc2_kingsupport_2|La mayoría de los señores de este país... bueno, se puede decir que ninguno ha ganado una moneda salvo por rentas o por pillaje. Vos, en cambio, tenéis experiencia con el comercio, sabéis lo que es el esfuerzo y el riesgo que implica que los hombres no pasen hambre en Pentos si hay exceso de grano en Braavos, por decir un ejemplo... Si queréis, {playername}, supongo que podría encontraros apoyos entre los comerciantes y el pueblo llano de este reino.
str_npc3_kingsupport_2|Os apoyo, mi señor. Pero creo que también sería útil que anunciariais un gran torneo a la luz de los Siete para celebrar vuestra coronación una vez el trono esté asegurado.
str_npc4_kingsupport_2|De acuerdo, {playername}. El truco consiste ahora en hacer otros también os sigan. Como sabéis, el linaje de uno está determinado por su dignidad. Tal vez tengáis un antepasado perdido hace mucho tiempo del que no me habéis hablado todavía, ¿puede ser?
str_npc5_kingsupport_2|Bien, {playername}, os respaldaré. Pero hay algo que debo deciros, en nombre de los hombres del Dominio como yo. Nos alegraría enormemente escuchar de los labios de quien fuera a ser Rey, que restauraría un ancestral derecho. Desde los días de los antiguos reyes Gardener, los hombres del Dominio han disfrutado del derecho de llevar sus rebaños a nuevos pastos o al mercado, lo que necesariamente implica atravesar las tierras propiedad de los grandes señores de este reino.
str_npc6_kingsupport_2|Os apoyaría. Os apoyaría frente a cualquiera que quiera escuchar vuestras hazañas en nombre de los más débiles e indefensos, de vuestra capacidad para llevar a los hombres adelante a pesar de las dificultades y triunfar, y les explicaría que si vos os convertís en {rey/reina}, habrá un orden y una paz... desde el desierto dorniense a la costa braavosi, desde el mar dothraki al Muro.
str_npc7_kingsupport_2|Sí, {playername} , os apoyo. El deber de {un rey/una reina} es mantener los caminos seguros para la gente noble, y que así una doncella pueda ir a recoger leña o sacar agua sin ser abordada por algún forajido baboso y bruto. De todos modos, habéis matado a muchos y sin duda que los hombres temerían poner sus ojos en cualquier muchacha del camino, si fueráis {rey/reina}.
str_npc8_kingsupport_2|Os apoyaré... pero con una condición. Vos seríais rey de Poniente o de Essos o de donde queráis gobernar, pero me gustaría gobernar mi propio castillo. Es decir, que si tuviera una disputa con cualquier otro de vuestros señores, ya sea por tierras, por ganado o por sangre, me dejarais resolverlo espada contra espada, según las viejas costumbres, y permitieseis así que fueran los dioses los que decidan quién tiene la razón.
str_npc9_kingsupport_2|Yo os apoyaría, {playername}, y no sería el único. Pero aquí está lo que pienso... que necesitáis demostrar a los señores nobles que defenderéis sus derechos ancestrales. En este momento, el mundo es un desastre... el señor es el dueño de la tierra, pero el príncipe lo es del bosque, pero la ciudad tiene derecho a gravar con un impuesto sus puertas, y los plebeyos pueden usar los pastos en los días impartes, excepto en Qohor donde es el quinto día de cada mes. ¿Quién puede acordarse? Por eso digo que tenéis que hacer las cosas más sencillas, como fueron en los tiempos de la antigua Valyria... primero el príncipe, después los señores y luego todos los demás.
str_npc10_kingsupport_2|Ciertamente, {playername}. Pero os pido que consideréis una idea. Si llegáis a ser {rey/reina}, entonces os pido que abráis vuestra corte a los plebeyos, y no sólo a los señores y las señoras. Os ruego que dejéis que proclame que en vuestro reinado todo hombre será juzgado antes de ser condenado, y que cualquier tendrá derecho a apelar directamente ante vos. En este momento, los señores ya tienen ese derecho... pero lo que yo digo es que todo hombre debe tenerlo.
str_npc11_kingsupport_2|¡Por supuesto que os respaldaré! Dejad que os mire la mano, ahí... ¡Ajá! Tenéis la 'Marca de los Reyes.' Así lo llamamos en Colina Cuerno. He oído que en Vado Ceniza tienen la 'Marca de la Garza' pero ellos llaman a todo de diferente manera. De todos modos, la vuestra es muy grande... ¡yo diría que esto significa que estáis destinado a reinar! ¡Es vuestro destino! De hecho, creo que hasta puedo recordar una profecía en ese sentido. Ummm... ¿cómo era?
str_npc12_kingsupport_2|Por supuesto, {playername}. Pero si algo he aprendido en mis viajes por estas tierras, es que los hombres son rigurosos con las tradiciones. Todo debe hacerse como se hizo en los días de antaño... ¡a pesar de que apenas uno de cada cien de ellos saben leer lo suficiente como para entender las crónicas! Los comerciantes norteños casan a sus hijas según los 'viejos' ritos. Los ganaderos occidentales elaboran mantequilla 'real'. Y, por supuesto, todo rey debe ser coronado de acuerdo con ley 'antigua'.
str_npc13_kingsupport_2|Por supuesto que os apoyaré, {mi señor/mi señora}. Además, del cantar de Rand hemos aprendido a la hora de reclamar un trono es importante que aquello se convierta en una epopeya épica, que se recite en torno a fogatas y hogueras, describiendo cada hazaña de una en una. Como sin duda sabéis, yo mismo soy un buen artesano de canciones, aunque no tan experto como algunos.
str_npc14_kingsupport_2|Os apoyaría de hecho, {playername}. Creo que vos podéis unificar esta tierra y entonces seréis capaz de levantar un ejército como el mundo no ha visto desde hace muchas generaciones... piqueros, arqueros, caballería pesada,... ¡y aplastar a cualquiera que se resista a vuestro poder!
str_npc15_kingsupport_2|Yo os respaldaría. Habrá gente que podrá acusaros de carecer de sangre real en sus venas. Pero por lo que conocido, precisamente es la sangre real lo que convierte a los hombres en tacaños. Los reyes y los nobles suelen llevarse cuantiosas comisiones por cada encargo o construcción que hacen a costa de no pagar o hacerlo tar y mal a los campesinos que tan solo esperan comer después de un duro día de trabajo honrado. Si me preguntáis, es una lengua honesta la que convierte a {un hombre/una mujer} en {rey/reina}, y un pedigrí de lujo.
str_npc16_kingsupport_2|Por supuesto, mi {señor/señora}. Y lo que es más, creo que un caballero como yo podría prestaros aún mejores servicios recabando el apoyo de los señores de estas tierras. Puede que sólo haya jugado un papel insignificante en sus tramas e intrigas durante los últimos años, pero creo que sé lo que quieren. Y dado que conozco sus secretos, no se negarán a recibirme en sus castillos, ¿no os parece?
str_npc17_kingsupport_2|Lo haréis bien, estoy seguro de ello. ¿Pero el trono de hierro es en sí mismo el mayor poder de estas tierras? Si queréis tener el poder de verdad, tenéis que controlar la distribución de alimentos. O quizás conseguir que los líderes religiosos dependan de vos. O liberar a los esclavos de las Ciudades Libres.
str_npc18_kingsupport_2|Os apoyaría, {playername}. Pero cuando ascendáis al trono, también deberéis asumir vuestras responsabilidades para con las mujeres del reino. ¿Cómo podríais ser un rey justo cuando el anciano de mi aldea puede asesinar a mujeres inocentes a placer? Debéis ser consciente de que las mujeres son quienes traen a los niños a este mundo, por lo que debéis cuidar de que no sean maltratadas.
str_npc19_kingsupport_2|Así que vais en serio, ¿no? Bueno, supongo que no será tan mala idea, así que sí, os apoyo.
str_npc20_kingsupport_2|Si seguís las oraciones que os he enseñado, iría a los infiernos y volvería por vos, {playername}. Creo que muchas personas estarían de acuerdo conmigo... un gobernante piadoso es uno al que vale la pena apoyar.
str_npc21_kingsupport_2|Sin lugar a dudas os apoyaré, amigo mío. Tanto como os acordéis vos de los niños abandonados. Nunca se sabe cuando puede haber un noble venido a menos entre ellos. Si tomáis el trono de hierro, deberíais preocuparos de que todos los muchachos sin hogar tengan un techo bajo el que cobijarse, pues cuando uno no tiene nada que perder, no se sabe todo lo que es capaz de hacer contra un mal gobernante.
str_npc22_kingsupport_2|Así que vais en serio, ¿no? Bueno, supongo que no será tan mala idea, así que sí, os apoyo. Pero no puedo olvidar lo que esos caballeros me hicieron. Y estoy seguro de que no soy el único. ¿Qué podemos hacer contra ellos? Hacen lo que quieren basándose en su nobleza. Sólo un auténtico rey sería capaz de castigarles.
str_npc23_kingsupport_2|Así que vais en serio, ¿no? Bueno, supongo que no será tan mala idea, así que sí, os apoyo.
str_npc24_kingsupport_2|Así que vais en serio, ¿no? Bueno, supongo que no será tan mala idea, así que sí, os apoyo.
str_npc25_kingsupport_2|Tan tranquilo...
str_npc26_kingsupport_2|Que os jodan a los reyes, y que os jodan a vuestras ambiciones.
str_npc27_kingsupport_2|Así que vais en serio, ¿no? Bueno, supongo que no será tan mala idea, así que sí, os apoyo.
str_npc28_kingsupport_2|Así que vais en serio, ¿no? Bueno, supongo que no será tan mala idea, así que sí, os apoyo.
str_npc1_kingsupport_2a|Por favor, continuad...
str_npc2_kingsupport_2a|Por favor, continuad...
str_npc3_kingsupport_2a|Por favor, continuad...
str_npc4_kingsupport_2a|Así es... os contaré todo sobre él, {mi señor/mi señora}.
str_npc5_kingsupport_2a|Por favor, continuad...
str_npc6_kingsupport_2a|Espléndido.
str_npc7_kingsupport_2a|Bueno, sí, trataré de mantener el orden...
str_npc8_kingsupport_2a|Muy bien.
str_npc9_kingsupport_2a|Eso parece bastante sensato...
str_npc10_kingsupport_2a|Por supuesto... concederé a mis súbditos ese derecho.
str_npc11_kingsupport_2a|Intentad recordarla.
str_npc12_kingsupport_2a|Interesante. Por favor, continuad...
str_npc13_kingsupport_2a|Claro, hacedlo.
str_npc14_kingsupport_2a|Por favor, continuad...
str_npc15_kingsupport_2a|Bien dicho, mi buen hombre.
str_npc16_kingsupport_2a|Interesante. Por favor, continuad...
str_npc17_kingsupport_2a|Lo tendré en cuenta.
str_npc18_kingsupport_2a|Tenéis toda la razón. Debo hacer todo lo que esté en mi mano para calmar los pesares de vuestra aldea...
str_npc19_kingsupport_2a|Estoy de acuerdo, como rey creo que realmente podréis hacer algo contra la injusticia del mundo.
str_npc20_kingsupport_2a|Por supuesto, y haré que todo hombre en este reino también lo sea.
str_npc21_kingsupport_2a|Un pensamiento noble, y que además aumentará la prosperidad de todo el reino.
str_npc22_kingsupport_2a|Estoy de acuerdo, un rey tiene que hacer algo frente a los excesos de la nobleza.
str_npc23_kingsupport_2a|Estoy de acuerdo, como rey creo que realmente podréis hacer algo contra la injusticia del mundo.
str_npc24_kingsupport_2a|Estoy de acuerdo, como rey creo que realmente podréis hacer algo contra la injusticia del mundo.
str_npc25_kingsupport_2a|Sí, bueno...
str_npc26_kingsupport_2a|Sí, bueno...
str_npc27_kingsupport_2a|Estoy de acuerdo, como rey creo que realmente podréis hacer algo contra la injusticia del mundo.
str_npc28_kingsupport_2a|Estoy de acuerdo, como rey creo que realmente podréis hacer algo contra la injusticia del mundo.
