trp_multiplayer_profile_troop_male|perfil tropa multijugador hombre
trp_bandit_n_slave_driver_pl|Esvlavistas
trp_bandit_n_slave_hunter|Cazador de esclavos
trp_bandit_n_slave_hunter_pl|Cazadores de esclavos
trp_bandit_n_slave_crusher|Castigador
trp_bandit_n_slave_crusher_pl|Castigadores
trp_bandit_n_slaver_chief|Jefe esclavista
trp_bandit_n_slaver_chief_pl|Jefes esclavistas
trp_bandit_r_looter|Saqueador
trp_bandit_r_looter_pl|Saqueradores
trp_bandit_r_bandit|Bandido
trp_bandit_r_bandit_pl|Bandidos
trp_bandit_r_brigand|Bandolero
trp_bandit_r_brigand_pl|Bandoleros
trp_bandit_r_mountain|Bandido de la montaña
trp_bandit_r_mountain_pl|Bandidos de la montaña
trp_bandit_r_forest|Bandido del bosque
trp_bandit_r_forest_pl|Bandidos del bosque
trp_bandit_r_sea_raider|Pirata
trp_bandit_r_sea_raider_pl|Piratas
trp_bandit_r_steppe|Bandido de la estepa
trp_bandit_r_steppe_pl|Bandidos de la estepa
trp_bandit_r_taiga|Bandido de la taiga
trp_bandit_r_taiga_pl|Bandidos de la taiga
trp_bandit_r_desert|Bandido del desierto
trp_bandit_r_desert_pl|Bandidos del desierto
trp_bandit_r_black_khergit_horseman|Jinete negro khergita
trp_bandit_r_black_khergit_horseman_pl|Jinetes negros khergitas
trp_bandit_r_manhunter|Cazahombres
trp_bandit_r_manhunter_pl|Cazahombres
trp_bandit_r_slave_driver|Esclavista
trp_bandit_r_slave_driver_pl|Esclavistas
trp_bandit_r_slave_hunter|Cazador de esclavos
trp_bandit_r_slave_hunter_pl|Cazadores de esclavos
trp_bandit_r_slave_crusher|Castigador
trp_bandit_r_slave_crusher_pl|Castigadores
trp_bandit_r_slaver_chief|Jefe esclavista
trp_bandit_r_slaver_chief_pl|Jefes esclavistas
trp_bandit_e_looter|Saqueador
trp_bandit_e_looter_pl|Saqueadores
trp_bandit_e_bandit|Bandido
trp_bandit_e_bandit_pl|Bandidos
trp_bandit_e_brigand|Bandolero
trp_bandit_e_brigand_pl|Bandoleros
trp_bandit_e_mountain|Bandido de la montaña
trp_bandit_e_mountain_pl|Bandidos de la montaña
trp_bandit_e_forest|Bandido del bosque
trp_bandit_e_forest_pl|Bandidos del bosque
trp_bandit_e_sea_raider|Capitán pirata
trp_bandit_e_sea_raider_pl|Capitanes piratas
trp_bandit_e_sea_raider1|Espadachín pirata
trp_bandit_e_sea_raider1_pl|Espadachines piratas
trp_bandit_e_sea_raider2|Arquero pirata
trp_bandit_e_sea_raider2_pl|Arqueros piratas
trp_bandit_e_steppe|Ko dothraki
trp_bandit_e_steppe_pl|Ko dothraki
trp_bandit_e_steppe1|Guerrero dothraki
trp_bandit_e_steppe1_pl|Guerreros dothraki
trp_bandit_e_steppe2|Arquero dothraki
trp_bandit_e_steppe2_pl|Arqueros dothraki
trp_bandit_e_taiga|Capitán de los salvajes
trp_bandit_e_taiga_pl|Capitanes de los salvajes
trp_bandit_e_taiga1|Guerrero salvaje
trp_bandit_e_taiga1_pl|Guerreros salvajes
trp_bandit_e_taiga2|Arquero salvaje
trp_bandit_e_taiga2_pl|Arqueros salvajes
trp_wildling_spearwife|Guerrera salvaje
trp_wildling_spearwife_pl|Guerreras salvajes
trp_bandit_e_desert|Líder forajido
trp_bandit_e_desert_pl|Líderes forajidos
trp_bandit_e_desert1|Jinete forajido
trp_bandit_e_desert1_pl|Jinetes forajidos
trp_bandit_e_desert2|Forajido escaramuzador
trp_bandit_e_desert2_pl|Forajidos escaramuzadores
trp_bandit_e_outlaw|Bandido del desierto
trp_bandit_e_outlaw_pl|Bandidos del desierto
trp_bandit_e_outlaw1|Forajido a pie
trp_bandit_e_outlaw1_pl|Forajidos a pie
trp_bandit_e_valemen|Bandido del desierto
trp_bandit_e_valemen_pl|Bandidos del desierto
trp_bandit_e_valemen1|Bandido del desierto
trp_bandit_e_valemen1_pl|Bandidos del desierto
trp_bandit_e_valemen2|Bandido del desierto
trp_bandit_e_valemen2_pl|Bandidos del desierto
trp_bandit_e_raiders|Bandido del desierto
trp_bandit_e_raiders_pl|Bandidos del desierto
trp_bandit_e_raiders1|Bandido del desierto
trp_bandit_e_raiders1_pl|Bandidos del desierto
trp_bandit_e_raiders2|Bandido del desierto
trp_bandit_e_raiders2_pl|Bandidos del desierto
trp_bandit_e_essoslooter|Bandido del desierto
trp_bandit_e_essoslooter_pl|Bandidos del desierto
trp_bandit_e_dothraki|Bandido del desierto
trp_bandit_e_dothraki_pl|Bandidos del desierto
trp_bandit_e_dothraki1|Bandido del desierto
trp_bandit_e_dothraki1_pl|Bandidos del desierto
trp_bandit_e_dothraki2|Bandido del desierto
trp_bandit_e_dothraki2_pl|Bandidos del desierto
trp_bandit_e_slavers|Bandido del desierto
trp_bandit_e_slavers_pl|Bandidos del desierto
trp_bandit_e_slavers1|Bandido del desierto
trp_bandit_e_slavers1_pl|Bandidos del desierto
trp_bandit_e_slavers2|Bandido del desierto
trp_bandit_e_slavers2_pl|Bandidos del desierto
trp_bandit_e_pirates|Bandido del desierto
trp_bandit_e_pirates_pl|Bandidos del desierto
trp_bandit_e_pirates1|Bandido del desierto
trp_bandit_e_pirates1_pl|Bandidos del desierto
trp_bandit_e_escapedslave|Bandido del desierto
trp_bandit_e_escapedslave_pl|Bandidos del desierto
trp_bandit_e_escapedslave1|Bandido del desierto
trp_bandit_e_escapedslave1_pl|Bandidos del desierto
trp_bandit_e_black_khergit_horseman|Jinete negro khergita
trp_bandit_e_black_khergit_horseman_pl|Jinetes negros khergita
trp_bandit_e_manhunter|Cazahombres
trp_bandit_e_manhunter_pl|Cazahombres
trp_bandit_e_slave_driver|Esclavista
trp_bandit_e_slave_driver_pl|Esvlavistas
trp_bandit_e_slave_hunter|Cazador de esclavos
trp_bandit_e_slave_hunter_pl|Cazadores de esclavos
trp_bandit_e_slave_crusher|Castigador
trp_bandit_e_slave_crusher_pl|Castigadores
trp_bandit_e_slaver_chief|Jefe esclavista
trp_bandit_e_slaver_chief_pl|Jefes esclavistas
trp_woman_n_refugee|Refugiado
trp_woman_n_refugee_pl|Refugiados
trp_woman_r_refugee|Mercenaria nivel dos
trp_woman_r_refugee_pl|Mercenaria nivel dos
trp_woman_e_refugee|Campesina
trp_woman_e_refugee_pl|Campesinas
trp_woman_e_peasant|Campesina
trp_woman_e_peasant_pl|Campesinas
trp_woman_e_militia|Piquero mercenario
trp_woman_e_militia_pl|Piqueros mercenarios
trp_woman_e_camp_follower|Piquero veterano mercenario
trp_woman_e_camp_follower_pl|Piqueros veteranos mercenarios
trp_woman_e_dressed_up|Piquero de élite mercenario
trp_woman_e_dressed_up_pl|Piqueros de élite mercenario
trp_woman_e_warrior|Ballestero mercenario a caballo
trp_woman_e_warrior_pl|Ballesteros mercenarios a caballo
trp_woman_e_nurse|Ballestero veterano mercenario a caballo
trp_woman_e_nurse_pl|Ballesteros veteranos mercenarios a caballo
trp_woman_e_huntress|Mandoblero mercenario
trp_woman_e_huntress_pl|Mandobleros mercenarios
trp_woman_e_stedinger|Mandoblero veterano mercenario
trp_woman_e_stedinger_pl|Mandobleros veteranos mercenarios
trp_woman_e_hospitaller|Mandoblero mercenario de élite
trp_woman_e_hospitaller_pl|Mandobleros mercenarios de élite
trp_woman_e_sword_sister|Hachero mercenario
trp_woman_e_sword_sister_pl|Hacheros mercenarios
trp_woman_e_truus_te_paard|Hachero veterano mercenario
trp_woman_e_truus_te_paard_pl|Hacheros veteranos mercenarios
trp_woman_e_maiden|Hachero de élite mercenario
trp_woman_e_maiden_pl|Hacheros de élite mercenario
trp_woman_e_markswoman|Ballestero mercenario myrmés
trp_woman_e_markswoman_pl|Ballesteros mercenarios myrmeses
trp_woman_e_mounted_markswoman|Ballestero veterano mercenario myrmés
trp_woman_e_mounted_markswoman_pl|Ballesteros veteranos mercenarios mymeses
trp_woman_e_kriegerin|Ballestero de élite mercenario myrmés
trp_woman_e_kriegerin_pl|Ballesteros de élite mercenarios myrmeses
trp_woman_e_beritten_jungfrau|Voulgero mercenario
trp_woman_e_beritten_jungfrau_pl|Voulgeros mercenarios
trp_woman_e_jungfrau|Voulgero veterano mercenario
trp_woman_e_jungfrau_pl|Voulgeros veteranos mercenarios
trp_woman_e_swob_ridder|Voulgero de élite mercenario
trp_woman_e_swob_ridder_pl|Voulgeros de élite mercenario
trp_woman_e_femme_fatale|Alabardero mercenario
trp_woman_e_femme_fatale_pl|Alabarderos mercenarios
trp_woman_e_virago|Alabardero veterano mercenario
trp_woman_e_virago_pl|Alabarderos veteranos mercenarios
trp_woman_e_amazon|Alabardero de élite mercenario
trp_woman_e_amazon_pl|Alabarderos de élite mercenario
trp_woman_e_schildmaid|Arquero mercenario de tiro largo
trp_woman_e_schildmaid_pl|Arqueros mercenarios de tiro largo
trp_woman_e_schildjungfer|Arquero veterano mercenario de tiro largo
trp_woman_e_schildjungfer_pl|Arqueros veteranos mercenarios de tiro largo
trp_woman_e_kenau|Arquero de élite mercenario de tiro largo
trp_woman_e_kenau_pl|Arqueros de élite mercenarios de tiro largo
trp_woman_e_black_widow|Lancero mercenario a caballo
trp_woman_e_black_widow_pl|Lanceros mercenarios a caballo
trp_woman_e_walkure|Lancero veterano mercenario a caballo
trp_woman_e_walkure_pl|Lanceros veteranos mercenarios a caballo
trp_woman_e_extra1|I1 Refugiada perdida
trp_woman_e_extra1_pl|I1 Refugiadas perdidas
trp_woman_e_extra2|I1 Refugiada cansada
trp_woman_e_extra2_pl|I1 Refugiadas cansadas
trp_woman_e_extra3|I1 Refugiada cachonda
trp_woman_e_extra3_pl|I1 Refugiadas cachondas
trp_woman_e_extra4|I1 Refugiada viuda
trp_woman_e_extra4_pl|I1 Refugiados viudas
trp_woman_e_extra5|I1 Refugiada aspirante
trp_woman_e_extra5_pl|I1 Refugiadas aspirantes
trp_caravan_master|Amo de la caravana
trp_caravan_master_pl|Amos de la caravana
trp_kidnapped_girl|Doncella secuestrada
trp_kidnapped_girl_pl|Doncellas secuestradas
trp_kidnapped_wife|Esposa de Miller
trp_kidnapped_wife_pl|Esposas de Miller
trp_wedding_guest|Invitado a la boda
trp_wedding_guest_pl|Invitados a la boda
trp_swadian_town_walker_m_average|Ciudadano
trp_swadian_town_walker_m_average_pl|Ciudadanos
trp_swadian_town_walker_f_average|Ciudadana
trp_swadian_town_walker_f_average_pl|Ciudadanas
trp_vaegir_town_walker_m_average|Ciudadano
trp_vaegir_town_walker_m_average_pl|Ciudadanos
trp_vaegir_town_walker_f_average|Ciudadana
trp_vaegir_town_walker_f_average_pl|Ciudadanas
trp_khergit_town_walker_m_average|Vecino
trp_khergit_town_walker_m_average_pl|Vecinos
trp_khergit_town_walker_f_average|Vecina
trp_khergit_town_walker_f_average_pl|Vecinas
trp_nord_town_walker_m_average|Ciudadano
trp_nord_town_walker_m_average_pl|Ciudadanos
trp_nord_town_walker_f_average|Ciudadana
trp_nord_town_walker_f_average_pl|Ciudadanas
trp_rhodok_town_walker_m_average|Vecino
trp_rhodok_town_walker_m_average_pl|Vecinos
trp_rhodok_town_walker_f_average|Vecina
trp_rhodok_town_walker_f_average_pl|Vecinas
trp_sarranid_town_walker_m_average|Ciudadano
trp_sarranid_town_walker_m_average_pl|Ciudadanos
trp_sarranid_town_walker_f_average|Ciudadana
trp_sarranid_town_walker_f_average_pl|Ciudadanas
trp_town_walker_m_average|Ciudadano
trp_town_walker_m_average_pl|Ciudadanos
trp_town_walker_f_average|Ciudadana
trp_town_walker_f_average_pl|Ciudadanas
trp_swadian_village_walker_m_average|Aldeano
trp_swadian_village_walker_m_average_pl|Aldeanos
trp_swadian_village_walker_f_average|Aldeana
trp_swadian_village_walker_f_average_pl|Aldeanas
trp_vaegir_village_walker_m_average|Aldeano
trp_vaegir_village_walker_m_average_pl|Aldeanos
trp_vaegir_village_walker_f_average|Aldeana
trp_vaegir_village_walker_f_average_pl|Aldeanas
trp_khergit_village_walker_m_average|Aldeano
trp_khergit_village_walker_m_average_pl|Aldeanos
trp_khergit_village_walker_f_average|Aldeana
trp_khergit_village_walker_f_average_pl|Aldeanas
trp_nord_village_walker_m_average|Aldeano
trp_nord_village_walker_m_average_pl|Aldeanos
trp_nord_village_walker_f_average|Aldeana
trp_nord_village_walker_f_average_pl|Aldeanas
trp_rhodok_village_walker_m_average|Aldeano
trp_rhodok_village_walker_m_average_pl|Aldeanos
trp_rhodok_village_walker_f_average|Aldeana
trp_rhodok_village_walker_f_average_pl|Aldeanas
trp_sarranid_village_walker_m_average|Aldeano
trp_sarranid_village_walker_m_average_pl|Aldeanos
trp_sarranid_village_walker_f_average|Aldeana
trp_sarranid_village_walker_f_average_pl|Aldeanas
trp_village_walker_m_average|Aldeano
trp_village_walker_m_average_pl|Aldeanos
trp_village_walker_f_average|Aldeana
trp_village_walker_f_average_pl|Aldeanas
trp_swadian_spy_walker_1|Ciudadano
trp_swadian_spy_walker_1_pl|Ciudadanos
trp_swadian_spy_walker_2|Ciudadana
trp_swadian_spy_walker_2_pl|Ciudadanas
trp_vaegir_spy_walker_1|Ciudadano
trp_vaegir_spy_walker_1_pl|Ciudadanos
trp_vaegir_spy_walker_2|Ciudadana
trp_vaegir_spy_walker_2_pl|Ciudadanas
trp_khergit_spy_walker_1|Ciudadano
trp_khergit_spy_walker_1_pl|Ciudadanos
trp_khergit_spy_walker_2|Ciudadana
trp_khergit_spy_walker_2_pl|Ciudadanas
trp_nord_spy_walker_1|Ciudadano
trp_nord_spy_walker_1_pl|Ciudadanos
trp_nord_spy_walker_2|Ciudadana
trp_nord_spy_walker_2_pl|Ciudadanas
trp_rhodok_spy_walker_1|Ciudadano
trp_rhodok_spy_walker_1_pl|Ciudadanos
trp_rhodok_spy_walker_2|Ciudadana
trp_rhodok_spy_walker_2_pl|Ciudadanas
trp_sarranid_spy_walker_1|Ciudadano
trp_sarranid_spy_walker_1_pl|Ciudadanos
trp_sarranid_spy_walker_2|Ciudadana
trp_sarranid_spy_walker_2_pl|Ciudadanas
trp_spy_walker_1|Ciudadano
trp_spy_walker_1_pl|Ciudadanos
trp_spy_walker_2|Ciudadana
trp_spy_walker_2_pl|Ciudadanas
trp_tournament_master|Maestro del torneo Ulricus
trp_tournament_master_pl|Maestro del torneo Ulricus
trp_trainer|Instructor Hugo
trp_trainer_pl|Instructor Hugo
trp_constable_hareck|Alguacil Hareck
trp_constable_hareck_pl|Alguacil Hareck
trp_ramun_the_slave_trader|Ramun, el esclavista
trp_ramun_the_slave_trader_pl|Ramun, el esclavista
trp_guide|Jimmy el rápido
trp_guide_pl|Jimmy el rápido
trp_xerina|Ser Baelor Donniger
trp_xerina_pl|Ser Baelor Donniger
trp_dranton|Ser Andros Egen
trp_dranton_pl|Ser Andros Egen
trp_kradus|Ser Patrek Hersy
trp_kradus_pl|Ser Patrek Hersy
trp_dranton1|Ser Marlon Pryor
trp_dranton1_pl|Ser Marlon Pryor
trp_dranton2|Ser Rodrik Upcliff
trp_dranton2_pl|Ser Rodrik Upcliff
trp_dranton3|Ser Andrey Charlton
trp_dranton3_pl|Ser Andrey Charlton
trp_dranton4|Ser Leslyn Haigh
trp_dranton4_pl|Ser Leslyn Haigh
trp_dranton5|Ser Illifer el Paupérrimo
trp_dranton5_pl|Ser Illifer el Paupérrimo
trp_dranton6|Ser Creighton Longbough
trp_dranton6_pl|Ser Creighton Longbough
trp_dranton7|Ser Shadrick del Valle Umbrío
trp_dranton7_pl|Ser Shadrick del Valle Umbrío
trp_dranton8|Ser Tallad el Alto
trp_dranton8_pl|Ser Tallad el alto
trp_dranton9|Ser Byron
trp_dranton9_pl|Ser Byron
trp_dranton10|Ser Morgarth
trp_dranton10_pl|Ser Morgarth
trp_dranton11|Ser Clayton Suggs
trp_dranton11_pl|Ser Clayton Suggs
trp_dranton12|Ser Theodan Wells
trp_dranton12_pl|Ser Theodan Wells
trp_dranton13|Ser Lucas Corbray
trp_dranton13_pl|Ser Lucas Corbray
trp_dranton14|Ser Samwell Piedra
trp_dranton14_pl|Ser Samwell Piedra
trp_dranton15|Ser Orson Piedra
trp_dranton15_pl|Ser Orson Piedra
trp_dranton16|Ser Quincy Cox
trp_dranton16_pl|Ser Quincy Cox
trp_dranton17|Ser Bennard Brune
trp_dranton17_pl|Ser Bennard Brune
trp_dranton18|Ser Josmon Byrch
trp_dranton18_pl|Ser Josmon Byrch
trp_dranton19|Ser Herbert Bolling
trp_dranton19_pl|Ser Herbert Bolling
trp_dranton20|Ser Bonifer Hasty
trp_dranton20_pl|Ser Bonifer Hasty
trp_dranton21|Ser Addam Colina
trp_dranton21_pl|Ser Addam Colina
trp_dranton22|Ser Triston de Colina Cuenta
trp_dranton22_pl|Ser Triston de Colina Cuenta
trp_dranton23|Anders Mares
trp_dranton23_pl|Anders Mares
trp_dranton24|Ser Ben Bushy
trp_dranton24_pl|Ser Ben Bushy
trp_dranton25|Lord Arthur Ambrose
trp_dranton25_pl|Lord Arthur Ambrose
trp_dranton26|Ser Hosman Norcross
trp_dranton26_pl|Ser Hosman Norcross
trp_dranton27|Ser Jon Bettley
trp_dranton27_pl|Ser Jon Bettley
trp_dranton28|Ser Dunaver
trp_dranton28_pl|Ser Dunaver
trp_dranton29|Ser Samwell Spicer
trp_dranton29_pl|Ser Samwell Spicer
trp_dranton30|Ser Manfryd Yew
trp_dranton30_pl|Ser Manfryd Yew
trp_dranton31|Ser Lambert Turnberry
trp_dranton31_pl|Ser Lambert Turnberry
trp_dranton32|Ser Lymond Piedra
trp_dranton32_pl|Ser Lymond Piedra
trp_dranton33|Ser Joss Hood
trp_dranton33_pl|Ser Joss Hood
trp_dranton34|Ser Garibald Shells
trp_dranton34_pl|Ser Garibald Shells
trp_dranton35|Ser Marlon Manderly
trp_dranton35_pl|Ser Marlon Manderly
trp_dranton36|Morosh
trp_dranton36_pl|Morosh
trp_dranton37|Grel el Dothraki
trp_dranton37_pl|Grelel Dothraki
trp_dranton38|Gawyn Mares
trp_dranton38_pl|Gawyn Mares
trp_dranton39|Mandon Tormenta
trp_dranton39_pl|Mandon Tormenta
trp_dranton40|Olyvar Arena
trp_dranton40_pl|Olyvar Arena
trp_dranton41|Otton Pyke
trp_dranton41_pl|Otton Pyke
trp_dranton42|Edderion Nieve
trp_dranton42_pl|Edderion Nieve
trp_dranton43|Patrek Ríos
trp_dranton43_pl|Patrek Ríos
trp_dranton44|Armond Ríos
trp_dranton44_pl|Armond Ríos
trp_dranton45|Alain Nieve
trp_dranton45_pl|Alain Nieve
trp_dranton46|Alyn de Puerto Blanco
trp_dranton46_pl|Alyn de Puerto Blanco
trp_dranton47|Fearless Ithoke
trp_dranton47_pl|Fearless Ithoke
trp_dranton48|Ser Luco de Pentos
trp_dranton48_pl|Ser Luco de Pentos
trp_dranton49|Morro de Myr
trp_dranton49_pl|Morro de Myr
trp_dranton50|Palanqo de Volantis
trp_dranton50_pl|Palanqo de Volantes
trp_dranton51|Noreo Alho
trp_dranton51_pl|Noreo Alho
trp_dranton52|Vamarko de los Rhoyne
trp_dranton52_pl|Vamarko de los Rhoyne
trp_dranton53|Ser Janos Flores
trp_dranton53_pl|Ser Janos Flores
trp_dranton54|Ser Harlan Flores
trp_dranton54_pl|Ser Harlan Flores
trp_dranton55|Ser Eldron Webber
trp_dranton55_pl|Ser Eldron Webber
trp_dranton56|Ser Duncan de Vinomiel
trp_dranton56_pl|Ser Duncan de Vinomiel
trp_dranton57|Bryce Flores
trp_dranton57_pl|Bryce Flores
trp_dranton58|Clarence de Punta Zarpa Rota
trp_dranton58_pl|Clarence de Punta Zarpa Rota
trp_dranton59|Ser Elfric de Tres Hermanas
trp_dranton59_pl|Ser Elfric de Tres Hermanas
trp_dranton60|Ser Halbert de Lannisport
trp_dranton60_pl|Ser Halbert de Lannisport
trp_dranton61|Ser Loren de Kayce
trp_dranton61_pl|Ser Loren de Kayce
trp_dranton62|Ser Andrew Plumm
trp_dranton62_pl|Ser Andrew Plumm
trp_dranton63|Ser Gerold Sarsfield
trp_dranton63_pl|Ser Gerold Sarsfield
trp_dranton64|Ser Tytos Frey
trp_dranton64_pl|Ser Tytos Frey
trp_tutorial_trainer|Instructor Ladislaus
trp_tutorial_trainer_pl|Instructor Ladislaus
trp_galeas|Galeas
trp_galeas_pl|Galeas
trp_farmer_from_bandit_village|Granjero
trp_farmer_from_bandit_village_pl|Granjeros
trp_trainer_1|Instructor
trp_trainer_1_pl|Instructor
trp_trainer_2|Instructor
trp_trainer_2_pl|Instructor
trp_trainer_3|Instructor
trp_trainer_3_pl|Instructor
trp_trainer_4|Instructor
trp_trainer_4_pl|Instructor
trp_trainer_5|Instructor
trp_trainer_5_pl|Instructor
trp_ransom_broker_1|Ezhram el Esclavista
trp_ransom_broker_1_pl|Ezhram el Esclavista
trp_ransom_broker_2|Leybold el Comisionista de Rescates
trp_ransom_broker_2_pl|Leybold el Comisionista de Rescates
trp_ransom_broker_3|Aladale el Comisionista de Rescates
trp_ransom_broker_3_pl|Aladale el Comisionista de Rescates
trp_ransom_broker_4|Colloquo el Esclavista
trp_ransom_broker_4_pl|Colloquo el Esclavista
trp_ransom_broker_5|Quort el Esclavista
trp_ransom_broker_5_pl|Quort el Esclavista
trp_ransom_broker_6|Graznan el Esclavista
trp_ransom_broker_6_pl|Graznan el Esclavista
trp_ransom_broker_7|Elloras el Esclavista
trp_ransom_broker_7_pl|Elloras el Esclavista
trp_ransom_broker_8|Temmo el Esclavista
trp_ransom_broker_8_pl|Temmo el Esclavista
trp_ransom_broker_9|Tremond el Comisionista de Rescates
trp_ransom_broker_9_pl|Tremond el Comisionista deRescates
trp_ransom_broker_10|Manfred el Comisionista de Rescates
trp_ransom_broker_10_pl|Manfred el Comisionista deRescates
trp_tavern_traveler_1|Hamish el Errante
trp_tavern_traveler_1_pl|Hamish el Errante
trp_tavern_traveler_2|Barth el Viajero
trp_tavern_traveler_2_pl|Barth el Viajero
trp_tavern_traveler_3|Bellegere el Viajero
trp_tavern_traveler_3_pl|Bellegere el Viajero
trp_tavern_traveler_4|Cayn el Viajero
trp_tavern_traveler_4_pl|Cayn el Viajero
trp_tavern_traveler_5|Dick el Viajero
trp_tavern_traveler_5_pl|Dick el Viajero
trp_tavern_traveler_6|Ebrose el Viajero
trp_tavern_traveler_6_pl|Ebrose el Viajero
trp_tavern_traveler_7|Iggo el Errante
trp_tavern_traveler_7_pl|Iggo el Errante
trp_tavern_traveler_8|Dhorane el Errante
trp_tavern_traveler_8_pl|Dhorane el Errante
trp_tavern_traveler_9|Laro el Errante
trp_tavern_traveler_9_pl|Laro el Errante
trp_tavern_traveler_10|Qelghor el Errante
trp_tavern_traveler_10_pl|Qelghor el Errante
trp_tavern_bookseller_1|Waltyr el Erudito
trp_tavern_bookseller_1_pl|Waltyr el Erudito
