str_no_string|ŽÁDNÝ TEXT!
; str_npc5_kingsupport_2|Aye, {playername}, I would. But there is something I should say, on behalf of the men of the Reach such as myself. It would bring great joy to us, to hear from the lips of one who would be khan, that you would restore an anicent right. From the days of the old Gardener kings, the men of the Reach have enjoyed the right to bring their flocks to new pastures or to market, which necessarily involves the crossing of lands owned by the great lords of this realm.
; str_npc6_kingsupport_2|I would. I would tell anyone who listens of your deeds on behalf of the weak and helpless, of your ability to lead men against great odds and triumph, and tell them that if you were to become {king/queen}, there would be one law and one peace -- from the Dornish desert to the Braavosi coastline, from the dothraki sea to the Wall.
; str_npc7_kingsupport_2|Yes, {playername} , I would. A {king/queen}'s duty is to keep the roads safe for noble folk, make it so a maiden can gather the firewood or draw the water without being accosted by some drooling, scabby brute of an outlaw. Anyway, you've split the skulls of a number of such brutes in your time. Men would fear to even meet the eyes of a girl on the road, if you were {king/queen}.
; str_npc8_kingsupport_2|I would -- on one condition. You'd be king in Westeros or Essos or wherever you want to rule, but I'd rule my own hall. And if I had a dispute with any other of your lords, be it over land, livestock, or blood, you'd let us settle it sword to sword, according to the old ways, and let the Gods decide who is in the right.
; str_npc9_kingsupport_2|I would, {playername}, and others would too. But here's what I think -- you need to show the noble lords that you'll uphold their ancient rights. Right now, the world's a mess -- the lord owns the land, except it's the prince who owns the forest, but the city has the right to levy tax at its gates, and the commons can use the pastures on odd days, except in Qohor when it's the fifth day. Who can remember? So I say you make things simple, like it was in the days of The Freehold -- first the prince, then the lords, then everyone else.
; str_npc10_kingsupport_2|Certainly, {playername}. But I'd ask that you consider a thought of mine. If you became {king/queen}, then I'd ask you open your court to the common folks, and not just to the lords and ladies. I'd ask you to let it be known that should any man be judged and sentenced, that he have the right to appeal to you directly. Right now, the lords have the right -- I say every man in the realm should have it, too.
; str_npc11_kingsupport_2|Of course, I would! Let me see your hand, there... Aha! You've got the 'Mark of Kings.' That's what we call it in Horn Hill, anyway. I hear in Ashford it's the 'Heron's Mark' but they call everything differently, over there. Anyway, yours is very long -- I'd say that it means that you're meant to rule! It's your destiny! In fact, I think I can even recall a prophecy to that effect. Hmm, how did it go...
; str_npc12_kingsupport_2|Of course, {playername}.  But if I have learned anything in my travels in this land, it is that men are sticklers for precedent. Everything must be done as it was done in the days of old -- even though not more than one in a hundred of them can read enough to understand the chronicles! Northern merchants marry their daughters according to the 'old' rite. Westerlands cattle herders churn 'royal' butter. And of course, every king must be crowned according to 'ancient' law.
; str_npc13_kingsupport_2|Of course, {my lord/my lady}. Also, as we learn from the tale of Rand, when claiming a throne, it does not hurt to be the subject of an epic, recited around campfires and hearthfires, describing one's deeds. As you no doubt know, I fancy myself a fair crafter of couplets, though not as skilled as some.
; str_npc14_kingsupport_2|I would indeed, {playername}. I think you can unite this land, and then we'll be able to raise an army such as the world has not seen for many generations -- Pikemen, archers, heavy cavalry, and utterly crush all resistance!
; str_npc15_kingsupport_2|I would. People might say that you don't have royal blood in your veins. But as far as I've seen, royal blood makes you a skinflint. Kings and nobles will take out loans or commission building projects without half a thought to how they're ever going to pay back all those commoners who expect to eat after an honest day's work. If you ask me, an honest tongue makes a {man/woman} a {king/queen}, not a fancy pedigree.
; str_npc16_kingsupport_2|Of course, my {lord/lady}. And what's more, I figure a man like me could do you a bit of a service raising support with the lords of this land. I may have only had a small part in their schemes and intrigues over the years, but I think I know what they want. And given what I know of their secrets, they'd not want to be denying me admission to their halls, now would they?
; str_npc17_kingsupport_2|You'd do well, I'm sure of it. But is the throne really the highest power in these lands? If you want real power, you should control the food distribution. Or perhaps have the religious leaders become dependent on you. Or you could free the slaves.
; str_npc18_kingsupport_2|I would, {playername}. But when you assume the throne, you also assume the responsibility for all the women in the realm. How can you be a just king when village elders can murder innocent women? You should know that women are the bearers of all our children, so they shouldn't be mistreated.
; str_npc19_kingsupport_2|You're really serious, are you? Well, I guess you won't be too bad, so yes, I'd support you.
; str_npc20_kingsupport_2|When you keep on saying the morning prayers I taught you, I would go to hell and back for you, {playername}. I think that many people will agree with me -- a ruler who knows his faith is one worth supporting.
