dlga_start:lco_conversation_end|Tady jsi.
; dlga_lord_talk_ask_marriage_1:dplmc_claimant_marriage_proposal_pc_confirm|I do not forget that it was your strong right arm that placed me on this throne.  Do you aim to take Baybak's place as my {husband/wife}, to rule the {s0} with me as Commander of the Armies even as I am Mother of the Realm?
; dlga_lord_talk_ask_marriage_1:dplmc_claimant_marriage_proposal_pc_confirm.1|Are you proposing to rule the {s0} alongside me as my {husband/wife}?
; dlga_dplmc_claimant_marriage_proposal_pc_confirm:dplmc_claimant_marriage_proposal_pc_reax|Yes. That is my proposal.
; dlga_dplmc_claimant_marriage_proposal_pc_confirm:lord_pretalk|No, I think you have misunderstood me.  Forget I brought it up.
; dlga_dplmc_claimant_marriage_proposal_pc_confirm:lord_pretalk.1|Oh, HELL no!  No, you totally have the wrong idea... forget I said anything.
; dlga_dplmc_claimant_marriage_proposal_pc_reax:lord_pretalk|Have no fear, I have no intention of changing my mind.  We will be married as soon as there is an opportunity worthy of the august event.
; dlga_dplmc_claimant_marriage_proposal_pc_reax:lord_pretalk.1|Unfortunately this is impossible, since I am already married to {s0}.
; dlga_dplmc_claimant_marriage_proposal_pc_reax:lord_pretalk.2|Unfortunately this is impossible, since you are already married to {s0}.
; dlga_dplmc_claimant_marriage_proposal_pc_reax:lord_pretalk.3|Unfortunately this is impossible, since I am already engaged to {s0}.
; dlga_dplmc_claimant_marriage_proposal_pc_reax:lord_pretalk.4|Unfortunately this is impossible, since you are already engaged to {s0}.
; dlga_dplmc_claimant_marriage_proposal_pc_reax:lord_pretalk.5|{s14}
; dlga_dplmc_claimant_marriage_proposal_pc_reax:lord_marriage_proposal_female_pc_confirm_engagement|{s14}
; dlga_lord_talk_ask_marriage_1:lord_pretalk.1|It is our custom to seal any such alliances with marriage.  You have made quite a few waves since your arrival, and I might be willing to consider such an arrangement, but unfortunately no one in my household is eligible to wed.
; dlga_lord_talk_ask_marriage_1:lord_pretalk.2|You will not take offense if I tell you that, as a ruler, I have other plans for my children.
; dlga_lord_talk_ask_marriage_1:lord_pretalk.3|It is our custom to seal any such alliances with marriage. Unfortunately, no one in my household is eligible to wed.
; dlga_lord_talk_ask_marriage_1:lord_courtship_pre_permission|{s15}
; dlga_lord_talk_ask_marriage_1:lord_marriage_proposal_female_pc_confirm|Are you proposing that you and I marry?
; dlga_lord_courtship_pre_permission:lord_courtship_permission|May I {s15}suggest that I be considered as a {groom/bride}?
; dlga_lord_courtship_pre_permission:lord_marriage_permission_engagement_date|CHEAT -- Start engagement
dlga_lord_courtship_pre_permission:lord_pretalk|Zapomeň na to.
; dlga_lord_marriage_proposal_female_pc_confirm:lord_marriage_proposal_female_pc_reax|Yes. That is my proposal.
; dlga_lord_marriage_proposal_female_pc_confirm:lord_pretalk|No, I think you have misunderstood me.
; dlga_lord_marriage_proposal_female_pc_confirm:lord_pretalk.1|Oh, HELL no!  No, you totally have the wrong idea... forget I said anything.
; dlga_lord_marriage_proposal_female_pc_reax:lord_pretalk|{s14}
; dlga_lord_marriage_proposal_female_pc_reax:lord_marriage_proposal_female_pc_next_step|{s14}
; dlga_lord_marriage_proposal_female_pc_next_step:lord_marriage_proposal_female_pc_next_step_2|I must say, though. You live your life like a {woman/man}, riding where you will, with the company you choose. This will not make it easy for the other {s0} to accept our marriage. I don't suppose that you would give up adventuring, for the sake of our marriage?
; dlga_lord_marriage_proposal_female_pc_next_step_2:lord_marriage_proposal_female_pc_next_step_5|I think not!
; dlga_lord_marriage_proposal_female_pc_next_step_2:lord_marriage_proposal_female_pc_next_step_5.1|Very well.
; dlga_lord_marriage_proposal_female_pc_next_step:lord_marriage_proposal_female_pc_next_step_4|I suppose the next step would be for me to send a message to your family, asking for their permission to marry you, but I suppose that you make your own decisions.
; dlga_lord_marriage_proposal_female_pc_next_step_4:lord_marriage_proposal_female_pc_next_step_5|You assume correctly.
; dlga_lord_marriage_proposal_female_pc_next_step_5:lord_marriage_proposal_female_pc_confirm_engagement|Very well, then. As there are no obstacles to our marriage, should we then consider ourselves engaged to be wed? I will organize a great feast, and we can exchange our vows before all the {s0} of the realm. If you are willing, that is...
; dlga_lord_marriage_proposal_female_pc_confirm_engagement:lord_marriage_proposal_female_pc_confirm_engagement_yes|I am willing.
; dlga_lord_marriage_proposal_female_pc_confirm_engagement:lord_marriage_proposal_female_pc_confirm_engagement_no|Actually, I would like to reconsider.
; dlga_lord_marriage_proposal_female_pc_confirm_engagement_yes:close_window|Very well. Hopefully, a little over a month from now, we shall be wed.{s12}
; dlga_lord_marriage_proposal_female_pc_confirm_engagement_no:close_window|Take whatever time you need, my {lord/lady}.
; dlga_lord_talk:party_encounter_lord_hostile_ultimatum_surrender|I say this only once, {s4}! Surrender or die!
; dlga_party_encounter_lord_hostile_ultimatum_surrender:close_window|{s43}
; dlga_lord_talk:lord_predemand|I'm here to deliver you my demands!
dlga_lord_predemand:lord_demand|Eh? Co chceš?
; dlga_lord_demand:lord_ultimatum_surrender|I offer you one chance to surrender or die.
; dlga_lord_ultimatum_surrender:lord_attack_verify|{s43}
; dlga_lord_attack_verify:lord_attack_verify_cancel|Forgive me, my lord. I don't know what I was thinking.
; dlga_lord_attack_verify_cancel:close_window|Be gone, then.
; dlga_lord_attack_verify:lord_attack_verify_commit|That is none of your business. Prepare to fight!
; dlga_lord_ultimatum_surrender:lord_attack_verify_b|{s43}
; dlga_lord_attack_verify_b:lord_attack_verify_cancel|Forgive me, my lord. I don't know what I was thinking.
; dlga_lord_attack_verify_b:lord_attack_verify_commit|I stand my ground. Prepare to fight!
dlga_lord_attack_verify_commit:close_window|{s43}
; dlga_lord_demand:lord_pretalk|Forgive me. It's nothing.
; dlga_lord_talk:liege_defends_claim_1|I have met in my travels one who calls {reg3?herself:himself} {s45}...
; dlga_liege_defends_claim_1:liege_defends_claim_2|Oh really? It is not everyone who dares mention that name in my presence. I am not sure whether to reward your bravery, or punish you for your impudence.
; dlga_liege_defends_claim_2:liege_defends_claim_3|Very well. I will indulge your curiosity. But listen closely, because I do not wish to speak of this matter again.
dlga_liege_defends_claim_3:liege_defends_claim_4|{s48}
dlga_liege_defends_claim_4:lord_talk|{s48}
; dlga_lord_join_rebellion_suggest_cheat:close_window|Cheat:Allright.
; dlga_lord_talk:lord_prison_break_chains|I've come to break you out of here.
; dlga_lord_prison_break_chains:close_window|Thank the heavens you came! However, I'm not going anywhere with these chains on my legs. You'll need to get the key away from the guard somehow.
; dlga_lord_tell_objective:lord_pretalk|What am I doing? What does it look like I'm doing?! I'm a prisoner here!
; dlga_lord_tell_objective:lord_pretalk.1|I am not commanding any {reg65?soldiers:men} at the moment.
; dlga_lord_tell_objective:lord_pretalk.2|We are resting at {s1}.
; dlga_lord_tell_objective:lord_pretalk.3|We are travelling to {s1}.
; dlga_lord_tell_objective_2:lord_pretalk|I am heading to the vicinity of {s1}.
; dlga_lord_tell_objective:lord_pretalk.4|We are recruiting new soldiers from {s1}.
; dlga_lord_tell_objective:lord_pretalk.5|We are scouting for the enemy around {s1}.
; dlga_lord_tell_objective:lord_pretalk.6|We are laying waste to the village of {s1}.
; dlga_lord_tell_objective:lord_pretalk.7|We are retreating to {s1}.
; dlga_lord_tell_objective:lord_pretalk.8|We are besieging {s1}.
; dlga_lord_tell_objective:lord_pretalk.9|We are fighting against {s1}.
; dlga_lord_tell_objective:lord_pretalk.10|I am screening {s1}'s advance.
; dlga_lord_tell_objective:lord_pretalk.11|We are accompanying {s1}.
; dlga_lord_tell_objective:lord_talk_ask_about_strategy|I am leading the army of the realm.
; dlga_lord_tell_objective:lord_pretalk.12|We are reconsidering our next objective.
; dlga_lord_tell_objective:lord_pretalk.13|I don't know: {reg1} {s1} (ERROR)
; dlga_lord_talk:lord_ask_follow|Will you follow me? I have a plan.
; dlga_lord_ask_follow:close_window|I enjoy your company, {playername}, but there are other things I must attend to. Perhaps in a few days I can ride with you again.
; dlga_lord_ask_follow:close_window.1|That would hardly be proper, {playername}. Why don't you follow me instead?
dlga_lord_ask_follow:close_window.2|{s43}
dlga_lord_ask_follow:close_window.3|Tak mě veď, {playername}! Přinese smrt a porážku našim nepřátelům.
dlga_lord_talk_preoffer:lord_talk_offer|Ano?
dlga_lord_talk_offer:knight_offer_join|Chci odkoupit jednoho z tvých zajatců.
dlga_lord_talk_offer:lord_pretalk|Zapomeň na to.
dlga_knight_offer_join:hero_pretalk|Obávám se, že ti teď nemohu pomoci, {playername}. Mám teď důležitější věci na práci.
dlga_knight_offer_join:hero_pretalk.1|Zapomněl jsi kde je tvé místo! Nepříjímám rozkazy od někoho jako jsi ty.
dlga_knight_offer_join:knight_offer_join_2|Rád bych bojoval po tvém boku, příteli, ale mám takový problém... Mám tu jistý dluh, který musím splatit velmi brzy. {reg6} zlatých a jsem vázán ctí je vrátit. Pokud nemáš tolik zlata co bys {mohl/mohla} postrádat, musím se soustředit na to, abych tuto záležitost co nejrychleji uzavřel.
dlga_knight_offer_join:close_window|Přidat se k tobě? Myslím že ne.
dlga_knight_offer_join:knight_offer_join_2.1|Jistě, příteli. Rád ti pomohu.
dlga_knight_offer_join_2:knight_offer_join_accept|Tady, vezmi si těch {reg6} zlatých co potřebuješ. Jsou to jenom peníze.
dlga_knight_offer_join_2:knight_offer_join_accept.1|V tom případě vyražme společně, příteli.
dlga_knight_offer_join_2:close_window|Dobré vědět. Popřemýšlím o tom.
dlga_knight_offer_join_2:hero_pretalk|Dobré vědět. Popřemýšlím o tom.
dlga_knight_offer_join_accept:knight_offer_join_accept_party|Mám tu nějaké muže, kteří by ti mohli být nápomocni. Co s nimi chceš dělat?
dlga_knight_offer_join_accept:close_window|Ah, rozhodně, bude to zábava!
dlga_knight_offer_join_accept_party:knight_join_party_disband|Můžeš je rozpustit, nepotřebuji další muže.
dlga_knight_offer_join_accept_party:knight_join_party_join|Tví muži se mohou přidat. Potřebujeme každého vojáka, který je schopen bojovat.
dlga_knight_offer_join_accept_party:knight_join_party_lead_out|Vyraz se svými muži z města. Dohoním vás na cestě.
dlga_knight_offer_join_accept_party:knight_join_party_lead_out.1|Pokračuj v tom co si dělal. Dohoním tě později.
dlga_knight_join_party_disband:close_window|Ah... dobrá tedy, {playername}. Nerad přicházím o dobré muže, ale rozhodnutí je na tobě. Nechám je jít a přidám se k tobě.
dlga_knight_join_party_join:close_window|Výborně. Mí mládenci a já s tebou pojedeme.
dlga_knight_join_party_lead_out:close_window|Dobrá tedy. Bude hlídkovat v okolní oblasti. Řekni pokud pro mě budeš mít další rozkazy.
; dlga_lord_enter_service_reject:close_window|Indeed.... Did you offer vassalage, then, just to by time? Very well -- you shall have time to reconsider, but if you are toying with me, it will do your reputation no credit.
; dlga_lord_give_oath_give_up:close_window|Indeed.... Did you offer vassalage, then, just to buy time? Very well -- you shall have time to reconsider, but if you are toying with me, it will do your reputation no credit.
; dlga_lord_enter_service_reject:close_window.1|What pigswill! And to think I would offer you a place among my nobles. Begone, beggar, before I lose my temper!
; dlga_lord_ask_enter_service:lord_give_oath_under_oath_already|You are already oath-bound to serve {s5}, are you not?
; dlga_lord_give_oath_under_oath_already:lord_pretalk|Indeed I am, {s65}. Forgive my rambling.
