dlga_start:lco_conversation_end|Buyrun.
; dlga_lord_mercenary_service:lord_mercenary_service_reject|I'm not interested, thank you.
; dlga_lord_mercenary_service:lord_mercenary_service_accept|Aye, I'll join {s9}.
; dlga_lord_mercenary_service:lord_mercenary_elaborate_pay|I'm interested. Please tell me more.
; dlga_lord_mercenary_service_accept:lord_mercenary_service_verify|Perfect. Of course you shall have to make a formal declaration of allegiance, and give your oath that you and your company will remain in service to {s9} for a period of no less than one month.
; dlga_lord_mercenary_service_verify:lord_mercenary_service_verify_2|As you wish. Your enemies are my enemies.
; dlga_lord_mercenary_service_verify:lord_mercenary_service_reject|On second thought, forget it.
; dlga_lord_mercenary_service_verify_2:lord_mercenary_service_accept_3|That will do. You've made a wise choice, my friend. {s9} does well by its loyal fighters, you will receive many rewards for your service.
; dlga_lord_mercenary_service_accept_3:lord_pretalk|Now, I suggest you prepare for a serious campaign. Train and equip your soldiers as best you can in the meantime, and respond quickly when you are summoned for duty.
; dlga_lord_mercenary_service_reject:lord_pretalk|I'm very sorry to hear that. You'll find no better place than {s9}, be sure of that.
; dlga_lord_mercenary_elaborate_pay:lord_mercenary_elaborate_1|I can offer you a contract for one month. At the end of this period, it can be extended on a monthly basis. An initial sum of {reg12} coins will be paid to you to seal the contract. After that, you'll receive wages from {s10} each week, according to the number and quality of the soldiers in your company. You still have your rights to battlefield loot and salvage, as well as any prisoners you capture. War can be very profitable at times...
; dlga_lord_mercenary_service_elaborate_duty:lord_mercenary_elaborate_1|Duties... There are only a few, none of them difficult. The very first thing is to declare your allegiance. An oath of loyalty to our cause. Once that's done, you shall be required to fulfill certain responsibilities. You'll participate in military campaigns, fulfill any duties given to you by your commanders, and most of all you shall attack the enemies of our sovereignty wherever you might find them.
; dlga_lord_mercenary_elaborate_1:lord_mercenary_service_elaborate_duty|And what about my duties as a mercenary?
; dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_castle|Can I hold on to any castles I take?
; dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_banner|Can I fly my own banner?
; dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_pay|How much will you pay me for my service?
; dlga_lord_mercenary_elaborate_1:lord_mercenary_service_accept|Sounds good. I wish to enter your service as a mercenary.
; dlga_lord_mercenary_elaborate_1:lord_mercenary_service_reject|Apologies, my sword is not for hire.
; dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1|Only my loyal vassals can own lands and castles in my realm -- and all my vassals are {women/men}. I am not inclined to depart from this tradition without a very good reason. If you prove yourself in battle, you can swear an oath of homage to me and become my vassal. We may then discuss how you may obtain a castle.
; dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1.1|Hmm... Only loyal vassals of {s10} can own lands and castles. While {s0} will sometimes accept vassalage from {men/women} who prove themselves in battle, and grant them land, I have never heard of a {s1} who gave fiefs to {men/women}. You had best discuss that issue with {s10} {reg0?herself:himself}.
; dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1.2|Only my loyal vassals can own lands and castles in my realm. A mercenary can not be trusted with such a responsibility. However, after serving for some time, you can swear homage to me and become my vassal. Then you will be rewarded with a fief.
; dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1.3|Only loyal vassals of {s10} can own lands and castles. You understand, a simple mercenary cannot be trusted with such responsibility. However, after serving for some time, you may earn the right to swear homage to {s10} and become {reg0?her:his} vassal. Then you would be rewarded with a fief.
; dlga_lord_mercenary_elaborate_banner:lord_mercenary_elaborate_1|Only my noble vassals have the honour of carrying their own banners. However, after some time in mercenary service, you may earn the opportunity to swear homage to me and become my vassal, gaining the right to choose a banner of your own and fight under it in battle.
; dlga_lord_mercenary_elaborate_banner:lord_mercenary_elaborate_1.1|Only noble vassals of {s10} have the honour of carrying their own banners. However, after some time of mercenary service, perhaps you can earn the opportunity to swear homage to {s10} and become {reg0?her:his} vassal, gaining the right to choose a banner of your own and fight under it in battle.
; dlga_lord_request_mission_ask:lord_pretalk|You still haven't finished the last job I gave you, {playername}. You should be working on that, not asking me for other things to do.
; dlga_lord_request_mission_ask:lord_pretalk.1|I don't have any other jobs for you right now.
; dlga_lord_request_mission_ask:lord_tell_mission|A task?
; dlga_lord_request_mission_ask:lord_pretalk.2|My {lord/lady}, by the traditions of courtship, I should be offering my services to you. Unfortunately, I have little time right now, so I beg you to take this declaration of my esteem in its place.
; dlga_lord_tell_mission:lord_tell_mission_sworn_vassal|There are some minor errands which I need completed, but it would be more appropriate to give them to one of my own {reg65?servants:men}, not to {reg0?my sworn liege:a sworn vassal of the realm}.
; dlga_lord_tell_mission_sworn_vassal:lord_pretalk|If you are looking for action against our foes, you may join our attack on {s4}. The enemy may come in force to oppose us, so it is good to have as many {reg65?soldiers:{soldiers/men}} as possible.
; dlga_lord_tell_mission_sworn_vassal:lord_pretalk.1|If you are looking for action against our foes, you may try venturing out to {s4}. We have received word that a force of the {s5} is in the area, and I am going there myself. I cannot guarantee you that our enemies will be there when you arrive, of course.
; dlga_lord_tell_mission_sworn_vassal:lord_pretalk.2|If you are looking for action against our foes, you may try venturing out to {s4}. We have received word that a force of the {s5} is in the area. I am not currently headed that way, but others may be.  I cannot guarantee you that our enemies will be there when you arrive, of course.
; dlga_lord_tell_mission_sworn_vassal:lord_pretalk.3|If a worthy task presents itself, however, I may have a favor to ask of you at a later date.
; dlga_lord_tell_mission:destroy_lair_quest_brief|Yes -- there is something you can do for us. We have heard reports that a group of {s4} have established a hideout in this area, and have been attacking travellers. If you could find their lair and destroy it, we would be very grateful.
; dlga_lord_tell_mission:lord_mission_rescue_prisoner|My {s11}, {s13}, has been taken prisoner by {s14} of the {s15}. Normally, honorable nobles will grant prisoners of gentle blood the privilege of parole, and treat them as honored guests so long as they give their word that they will not attempt to escape, until such time as a ransom can be paid.  But {s14}, instead of granting {s13} parole, has consigned my {s11} to {reg3?her:his} dungeons -- no doubt in the hope that {reg3?she:he} can demand more from us.
; dlga_lord_mission_rescue_prisoner:lord_mission_rescue_prisoner_confirm|We need you to get my {s11} out of prison. You may be able to pay a ransom -- in which case we could cover your expenses, up to 5000 coins. If you have connections within {s24}, you may be able to use them to sneak {reg4?her:him} out. Or, you may try a more direct approach -- walk up to the gaoler, take the keys by force, and then fight your way out. Can you do this for us?
; dlga_lord_mission_rescue_prisoner_confirm:lord_mission_rescue_prisoner_accepted|I can try.
; dlga_lord_mission_rescue_prisoner_confirm:lord_mission_rescue_prisoner_rejected|I don't think that I can help you.
; dlga_lord_mission_rescue_prisoner_rejected:close_window|It would not have been an easy task. Perhaps we will find another way.
; dlga_lord_mission_rescue_prisoner_accepted:lord_mission_rescue_prisoner_method|We are most grateful. Could I ask you how you were planning to proceed?
; dlga_lord_mission_rescue_other_ideas:lord_mission_rescue_prisoner_method|Did you have any other ideas which you wished to discuss?
; dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_method_prisonbreak|I am thinking of breaking into the prison in {s24}, finding {s13}, and fighting my way out.
; dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_method_siege|I am thinking of taking {s24} by storm.
; dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_planning_end|I have done enough planning. Time to act!
; dlga_lord_mission_rescue_prisoner_planning_end:close_window|May the heavens protect you.
; dlga_lord_mission_rescue_prisoner_method_prisonbreak:lord_mission_rescue_prisoner_method_prisonbreak_2|I had discussed this idea with some of my men. One could enter {s24}, either in disguise or openly, then walk up to the prison guard and try to take the keys by force. However, getting out may be difficult. The garrison may be slow to react, but even so, you are likely to find yourself fighting a half dozen or more of the enemy at once, with limited space in which to maneuver. If you can fight your way past them, though, you can probably get out.
; dlga_lord_mission_rescue_prisoner_method_prisonbreak_2:lord_mission_rescue_other_ideas|You may find it useful to create a distraction, to divert the attention of some of the garrison. If you have any connections in the villages near {s24}, this may be a time to put them to use.
; dlga_lord_mission_rescue_prisoner_method_siege:lord_mission_rescue_other_ideas|Well, that is certainly the most direct approach.
; dlga_lord_tell_mission:lord_mission_deliver_message|I need to send a letter to {s13} who should be currently at {s4}. If you will be heading towards there, would you deliver it to {reg0?her:him}? The letter needs to be in {reg0?her:his} hands in 30 days.
; dlga_lord_mission_deliver_message:lord_mission_deliver_message_accepted|Certainly, I intend to pass by {s4} and it would be no trouble.
; dlga_lord_mission_deliver_message:lord_mission_deliver_message_rejected|I doubt I'll be seeing {s13} anytime soon, {s65}. You'd best send it with someone else.
; dlga_lord_mission_deliver_message:lord_mission_deliver_message_rejected_rudely|I am no errand {boy/girl}, {reg65?my lady:ser}. Hire a courier for your trivialities.
; dlga_lord_mission_deliver_message_accepted:close_window|I appreciate it, {playername}. Here's the letter, and a small sum to cover your travel expenses. Give my regards to {s13} when you see {reg0?her:him}.
; dlga_lord_mission_deliver_message_rejected:lord_pretalk|Ah, all right then. Well, I am sure I will find someone else.
; dlga_lord_mission_deliver_message_rejected_rudely:lord_mission_deliver_message_rejected_rudely_2|Hm, is this how you respond to a polite request for a small favor? A poor show, {playername}. I didn't know you would take offence.
; dlga_lord_mission_deliver_message_rejected_rudely_2:lord_mission_deliver_message_rejected_rudely_3|Then you shall know better from now on.
; dlga_lord_mission_deliver_message_rejected_rudely_2:lord_mission_deliver_message_accepted|Forgive my temper, {s65}. I'll deliver your letter.
