str_no_string|AUCUNE CHAÎNE !
str_npc9_personalityclash2_speech_b|J'apprécie qu'il soit prêt à risquer sa vie au combat, mais ça ne suffit pas à en faire un noble. Il n'est pas noble de naissance et la richesse de sa famille vient du commerce et du troc. Il peut se battre avec nous comme un auxiliaire, mais ne devrait pas tenter de voler la gloire de ses supérieurs.
str_npc10_personalityclash2_speech_b|Dans ce dernier combat, il me criait dessus: "Allez en avant, revenez en arrière, maintenez la ligne". Quand je lui ai dit de se mêler de ses affaires, il a dit qu'il allait me fouetter. Mon seigneur, cet homme cherche à avoir un carreau d'arbalète dans l'aine, sauf votre respect.
str_npc11_personalityclash2_speech_b|Il a dit qu'il s'agissait d'une prière pour rendre grâces à la victoire, mais d'après moi, ça n'avait rien à voir avec ça. Capitaine, je ne veux pas qu'il éveille les Autres lors de nos voyages. Je pense que vous feriez mieux de vous débarrasser de lui
str_npc12_personalityclash2_speech_b|Mon seigneur, si cet homme connaissait la moindre chose sur la médecine, il devrait savoir qu'il ne faut jamais miner la confiance du patient pour son maestre, surtout pas au cours d'une opération compliquée. Si vous pouvieze être assez aimable pour le démettre de cette compagnie, vous nous rendriez à tous un grand service.
str_npc13_personalityclash2_speech_b|Quand toute la poussière est retombée, {s11} s'est tourné vers moi et m'a dit de ne pas «tenter la colère des cieux» avec mon «orgueil».
str_npc14_personalityclash2_speech_b|Un tel mépris de l'autorité a une influence corrosive dans notre compagnie et je le flagellerai s'il le refait encore.
str_npc15_personalityclash2_speech_b|{s11} a répondu que Gerardys était un "bon à rien désuet, bon uniquement à servir de nourriture à un dragon." Mon seigneur, un vrai maestre n'aurait pas un tel mépris pour les grands maestres du passé. Je pense que vous ne devriez pas employer un tel imposteur, c'est évident.
str_npc16_personalityclash2_speech_b|Après notre dernière bagarre, j'ai tranché les entrailles de certains de nos adversaires pour vérifier si il y avait de l'or caché, comme il se doit après une bataille. Il grommela et marmonna que j'étais un «animal». Je vais inspecter ses entrailles de contrebandier s'il ne tient pas sa langue à l'avenir.
str_npc17_personalityclash2_speech_b|Son attitude commence à m'agacer. Il est peut-être noble, mais il n'a rien fait pour gagner ses titres. Il tient son armure brillante pendant la bataille, se plaint quand ses armes sont sales; ce connard arrogant est mauvais en tout .
str_npc18_personalityclash2_speech_b|Il a venu dans mon village il y a quelques années, il avait aidé le Chef du village à trouver encore plus de femmes à tuer. Je lui ai dit que je l'avais reconnu, alors il m'a frappé pour me faire taire. Personne ne s'en est rendu compte dans le feu de la bataille. S'il vous plaît, {mon cher seigneur/ma chère dame}, ne laissez pas ce monstre s'approcher de moi à nouveau.
str_npc19_personalityclash2_speech_b|Hum...
str_npc20_personalityclash2_speech_b|Après notre dernière victoire -- le ciel soit loué -- Je l'ai repéré passant parmi les cadavres de nos ennemis vaincus sans leur rendre le respect qu'ils méritaient. Quand j'ai essayé de la corriger, elle m'a juste regardé calmement, ensuite elle a éclaté en imprécations. Vous ne croiriez pas les choses qu'elle m'a dites! C'est une porte poisse, je vous dis, elle va apporter le malheur sur notre compagnie. Il serait préférable de l'abandonner au prochain village païen.
str_npc21_personalityclash2_speech_b|J'allais achever un adversaire, qui me demandait grâce. C'est à ce moment que je l'ai reconnu, c'était l'un des anciens serviteurs du palais de mon père. Des larmes coulaient sur nos joues, nous étions si heureux de nous retrouver, je lui ai juré de le laisser vivre et de le laisser quitter le champ de bataille. Après avoir dit cela, ce monstre de {s11} est intervenu et lui a tranché la gorge sans crier gare! Je ne dors plus le sachant parmi nous, mon ami. Il serait mieux de s'en débarrasser.
str_npc22_personalityclash2_speech_b|Après la dernière bataille, elle m'a insulté au-delà de tout, en disant que je ferais mieux d'être un de ses serviteurs sinon j'étais un homme mort. SI je ne lui avais pas tourné le dos en me taisant, ça se serait sûrement mal terminé pour elle. Je ne peux pas garantir que je garderai toujours mon self-control à l'avenir.
str_npc23_personalityclash2_speech_b|Après la dernière bataille, elle m'a insulté au-delà de tout, en disant que je ferais mieux d'être un de ses serviteurs sinon j'étais un homme mort. SI je ne lui avais pas tourné le dos en me taisant, ça se serait sûrement mal terminé pour elle. Je ne peux pas garantir que je garderai toujours mon self-control à l'avenir.
str_npc24_personalityclash2_speech_b|Après la dernière bataille, elle m'a insulté au-delà de tout, en disant que je ferais mieux d'être un de ses serviteurs sinon j'étais un homme mort. SI je ne lui avais pas tourné le dos en me taisant, ça se serait sûrement mal terminé pour elle. Je ne peux pas garantir que je garderai toujours mon self-control à l'avenir.
str_npc25_personalityclash2_speech_b|Après la dernière bataille, elle m'a insulté au-delà de tout, en disant que je ferais mieux d'être un de ses serviteurs sinon j'étais un homme mort. SI je ne lui avais pas tourné le dos en me taisant, ça se serait sûrement mal terminé pour elle. Je ne peux pas garantir que je garderai toujours mon self-control à l'avenir.
str_npc26_personalityclash2_speech_b|Après la dernière bataille, elle m'a insulté au-delà de tout, en disant que je ferais mieux d'être un de ses serviteurs sinon j'étais un homme mort. SI je ne lui avais pas tourné le dos en me taisant, ça se serait sûrement mal terminé pour elle. Je ne peux pas garantir que je garderai toujours mon self-control à l'avenir.
str_npc1_personalitymatch_speech|Mon seigneur. {s11} est de retour il s'est bien battu dans ce dernier combat. C'est un homme bon, aussi.
str_npc2_personalitymatch_speech|Votre grâce. Je voulais juste vous dire que {s11} est peut-être une sorte de brute, voire même un fou et j'ose le dire c'est un voyou confirmé, mais je suis fier de l'appeler mon compagnon.
str_npc3_personalitymatch_speech|Bonjour, mon seigneur! Je voulais juste vous dire que {s11} est un chevalier des plus vaillants. Vous l'avez vu lors de notre dernière bataille?
str_npc4_personalitymatch_speech|Excusez-moi, mon seigneur. Je voulais juste faire l'apologie de Bilaquo. Il s'est bien battu au cours de cette dernière bataille, mais pas aussi bien que moi.
str_npc5_personalitymatch_speech|Ce fut une belle bataille, {playername}! Jasper est un homme qui mérite d'être à nos côtés dans un combat!
str_npc6_personalitymatch_speech|Mon seigneur! Parfois, je suis troublé par tout ce sang versé, même si je sais que si nous voulons que la paix dans le royaume soit rétablie, il faut que des seigneurs fiers soient humiliés et des hommes cruels apprivoisés.
str_npc7_personalitymatch_speech|Je viens de parler à Ser Kanut. Il est peut être un peu rude, mais je crois  que c'est un ami fidèle.
str_npc8_personalitymatch_speech|C'était une belle bataille, Votre Majesté. Et je dois dire que j'admire les provocations que Martyn a lancé contre notre ennemi. Elles sont très inspirées.
str_npc9_personalitymatch_speech|{playername}. Bilaquo s'est bien distingué dans ce combat, là-bas. C'est un homme raffiné et modeste, si j'ose m'exprimer ainsi.
str_npc10_personalitymatch_speech|Ahoy, {playername}! Je vous souhaite la joie de la victoire! Que dire de {s11}, c'est un homme qui a encore beaucoup de ressources dans sa profession. Bien que je commence à avoir de l'expérience il peut encore nous en apprendre sur ce mode de vie.
str_npc11_personalitymatch_speech|Ach, {mon seigneur/ma dame}! Un combat comme celui-là laisse l'odeur du sang dans les narines! Vingt dieux, nous les avons saignés bien comme il fallait, n'est-ce pas?
str_npc12_personalitymatch_speech|Du sang, du sang et encore du sang - Bien que ça soit nécessaire, bien sûr. Maron, je crois, partage mon aversion à propos de ces luttes permanentes.
str_npc13_personalitymatch_speech|Vous avez gagné votre gloire aujourd'hui, oh Valeureux ! Et Clavis, aussi! il m'impressionne celui-là. Avec ses chants empreints de bravoure quand il charge les rangs de l'ennemi, c'est un comportement des plus appropriés chez les chevaliers.
str_npc14_personalitymatch_speech|{playername}. C'est un plaisir d'aller au combat avec des hommes comme {s11} à mes cotés.
str_npc15_personalitymatch_speech|{playername}. J'ai eu juste un mot avec {s11} après notre dernière bataille, et il me semble que l'homme a sa tête bien calée sur ses épaules.
str_npc16_personalitymatch_speech|J'ai eu une discussion avec {s11}, alors que nous étions en train de fouiller les corps après notre dernière petite bagarre.
str_npc17_personalitymatch_speech|{playername}, alors que j'étais en train de combattre sur la ligne de front de cette bataille, j'ai eu finalement la chance de pouvoir parler à {s11}. Quelle révélation ce fut d'entendre son histoire: Je pense que je pourrais écrire de nombreux poèmes sur ses exploits.
str_npc18_personalitymatch_speech|Ai-je eu tort? Je pensais que tout le monde était là pour me tuer - je ne parle pas de vous, bien sûr - mais maintenant que j'ai parlé à Ser Matrim, je crois m'être trompé. Il semble si gentil et compréhensif.
str_npc19_personalitymatch_speech|Hum...
str_npc20_personalitymatch_speech|Que les cieux soient loués, vous ayez engagé Gyrnir dans votre compagnie. C'est un bon combattant et il essaie clairement de vivre une vie empreinte de morale, tout comme moi.
str_npc21_personalitymatch_speech|Mon ami, il est bon de se battre aux côtés Ser Jasper. Il est courageux, et surtout, honorable.
str_npc22_personalitymatch_speech|Capitaine, avez-vous entendu l'histoire de {s11}? À propos de l'abus de pouvoir du Chef de son village? Son récit fait bouillir mon sang. J'aurais aimer être là bas pour lui dire ce que je pense de lui.
str_npc23_personalitymatch_speech|{playername}, avez-vous vu {s11}? Ah, c'est un bel homme, n'est-ce pas? Beau au point de pousser une femme à ranger sa massue et prendre une robe.
str_npc24_personalitymatch_speech|{playername}, avez-vous vu {s11}? Ah, c'est un bel homme, n'est-ce pas? Beau au point de pousser une femme à ranger sa massue et prendre une robe.
str_npc25_personalitymatch_speech|{playername}, avez-vous vu {s11}? Ah, c'est un bel homme, n'est-ce pas? Beau au point de pousser une femme à ranger sa massue et prendre une robe.
str_npc26_personalitymatch_speech|{playername}, avez-vous vu {s11}? Ah, c'est un bel homme, n'est-ce pas? Beau au point de pousser une femme à ranger sa massue et prendre une robe.
str_npc1_personalitymatch_speech_b|Sans des âmes charitables et honnêtes comme lui pour apporter la lumière dans le monde, les chevaliers comme moi auraient bien des moments difficiles dans leur vie, je le garanti. Je suis heureux de l'avoir avec nous.
str_npc2_personalitymatch_speech_b|Je l'ai vu combattre ces derniers temps, il peut se tenir derrière moi, j'ai une confiance absolue en lui, mais par contre, je garderai toujours une main sur ma bourse.
str_npc3_personalitymatch_speech_b|J'avoue aussi que je trouve que c'est un compagnon exquis, un homme d'esprit et de bonnes mœurs. Bonne journée, {playername}.
str_npc4_personalitymatch_speech_b|Vous avez fait le bon choix en l'enrôlant dans notre compagnie. Il connaît une chose ou deux sur la façon de se battre et il sait aussi l'importance de respecter ses supérieurs, contrairement à d'autres que je pourrais citer.
str_npc5_personalitymatch_speech_b|Quant à ses autres attributs, je trouve que c'est un chevalier plus digne que bien des chevaliers que j'ai rencontré.
str_npc6_personalitymatch_speech_b|Je dois dire que {s11} est une grande source de réconfort pour moi. Je lui ai parlé de mes péchés passés et il m'a dit que le Père va sûrement me pardonner.
str_npc7_personalitymatch_speech_b|Mon seigneur! Ser Kanut est un vrai chevalier! J'ai discuté de la subtilité du traitement des paysans, et il est tout à fait d'accord avec moi, nous devons les punir plus souvent!
str_npc8_personalitymatch_speech_b|Il a réussi à inclure leur généalogie, leur manière et leurs habitudes alimentaires dans un bon quatrain en vieux Valyrien . Personnellement, je préfère la musique, mais nous, les nordistes, respectons l'art de la poésie lorsque nous l'entendons.
str_npc9_personalitymatch_speech_b|J'aime assez cet homme. Il est de bonne compagnie!
str_npc10_personalitymatch_speech_b|Hé. cela va juste démontrer que votre ancien mode de vie est révolu, l'enthousiasme peut aussi faire gagner des batailles. Je pense que tous les deux, on pourrait enseigner aux jeunes chiots de ce monde comment les vrais hommes agissent.
str_npc11_personalitymatch_speech_b|Ser Matrim leur a montré une chose ou deux, je pense. Quant à nous, nous n'avons pas perdu notre temps, nous avons tué la moitié des ennemis qui ont eu le malheur de nous affronter!
