dlga_start:lco_conversation_end|Ha! Vous êtes là!
dlga_dplmc_constable_security:dplmc_constable_move_troops|Je désire déplacer mes troupes d'une garnison vers une autre.
dlga_dplmc_constable_move_troops:dplmc_constable_move_troops_location|Vers quelle place forte désirez-vous déplacer vos forces ?
dlga_dplmc_constable_move_troops_location:dplmc_constable_pretalk|Nulle part. 
dlga_dplmc_constable_move_troops_location_confirm_ask:dplmc_constable_pretalk|Vous n'avez pas choisi de soldats. On dirait que vous avez changé d'avis.
dlga_dplmc_constable_move_troops_location_confirm_ask:dplmc_constable_move_troops_location_confirm|Voulez-vous vraiment envoyer ces hommes vers {s9} ? Cela vous coutera {reg5} dradons d'or.
dlga_dplmc_constable_move_troops_location_confirm:dplmc_constable_pretalk|Oui.
dlga_dplmc_constable_move_troops_location_confirm:dplmc_constable_pretalk.1|Non. Permettez-moi de vérifier si nous pouvons nous permettre cela.
dlga_dplmc_constable_security:dplmc_constable_patrol_size_ask|Je veux mobiliser une nouvelle patrouille.
dlga_dplmc_constable_patrol_size_ask:dplmc_constable_patrol_size|Vous pouvez prendre des troupes provenant de votre garnison ou bien enrôler de nouvelles recrues. Dans ce dernier cas, vous pouvez recruter une petite patrouille pour 1000 dragons, une patrouille de taille moyenne pour 2000 dragons, ou encore une patrouille de taille conséquente pour 3000 dragons. Vous pouvez également faire appel à une petite patrouille d'élite pour 2000 dragons. Cependant nous devons également payer les salaires de ces patrouilles toutes les semaines, alors assurez-vous d'avoir assez de dragons d'or dans votre trésorerie.
dlga_dplmc_constable_patrol_size_ask:dplmc_constable_patrol_size.1|Actuellement vous ne pouvez pas enrôler une nouvelle patrouille. Nous devons attendre {reg0} jours. En revanche, vous pouvez faire appel aux hommes qui composent votre garnison.
dlga_dplmc_constable_patrol_size:dplmc_constable_patrol_garrison|Prenez des hommes de la garnison.
dlga_dplmc_constable_patrol_garrison:dplmc_constable_patrol_size|Nous n'avons aucune troupe dans la garnison.
dlga_dplmc_constable_patrol_garrison:dplmc_constable_patrol_garrison_2|{mon seigneur/Ma dame}, laissez-moi regrouper les troupes en patrouille.
dlga_dplmc_constable_patrol_garrison_2:dplmc_constable_pretalk|Vous n'avez choisi aucune troupe. Cela veut-il dire que vous avez changé d'avis.
dlga_dplmc_constable_patrol_garrison_2:dplmc_constable_patrol_garrison_location|Où voulez-vous envoyer la patrouille?
dlga_dplmc_constable_patrol_garrison_confirm_ask:dplmc_constable_pretalk|Vous n'avez choisi aucun soldat. Cela signifie-t'il que vous avez changé d'avis?
dlga_dplmc_constable_patrol_garrison_confirm_ask:dplmc_constable_patrol_garrison_confirm|Voulez-vous vraiment envoyer ces hommes patrouiller autour de {s9} ?
dlga_dplmc_constable_patrol_garrison_confirm:dplmc_constable_pretalk|Oui.
dlga_dplmc_constable_patrol_garrison_confirm:dplmc_constable_pretalk.1|Non.
dlga_dplmc_constable_patrol_size:dplmc_constable_patrol_location_ask|Une petite.
dlga_dplmc_constable_patrol_size:dplmc_constable_patrol_location_ask.1|Une moyenne.
dlga_dplmc_constable_patrol_size:dplmc_constable_patrol_location_ask.2|Une grande.
dlga_dplmc_constable_patrol_size:dplmc_constable_patrol_location_ask.3|Prenez les meilleurs hommes que vous trouverez dans la région.
dlga_dplmc_constable_patrol_size:dplmc_constable_pretalk|Aucun.
dlga_dplmc_constable_patrol_location_ask:dplmc_constable_patrol_location|Où voulez-vous envoyer la patrouille?
dlga_dplmc_constable_patrol_location:dplmc_constable_pretalk|Nulle part.
dlga_dplmc_constable_patrol_confirm_ask:dplmc_constable_patrol_confirm|Voulez-vous vraiment envoyer cette {s8} surveiller la région autour de {s9} ?
dlga_dplmc_constable_patrol_confirm:dplmc_constable_pretalk|Oui.
dlga_dplmc_constable_patrol_confirm:dplmc_constable_pretalk.1|Non.
dlga_dplmc_constable_security:dplmc_constable_patrol_change_ask|Je veux modifier le lieu d'une patrouille.
dlga_dplmc_constable_patrol_change_ask:dplmc_constable_patrol_change|Quelle patrouille doit changer sa mission ?
dlga_dplmc_constable_patrol_change:dplmc_constable_security_ask|Aucune.
dlga_dplmc_constable_patrol_change_target_ask:dplmc_constable_patrol_change_target|Où voulez-vous l'envoyer ?
dlga_dplmc_constable_patrol_change_target:dplmc_constable_security_ask|Nulle part.
dlga_dplmc_constable_patrol_change_target_confirm_ask:dplmc_constable_patrol_change_target_confirm|Très bien, je vais demander à un de nos messagers de porter vos ordres de patrouiller autour de {s6} plutôt qu'autour de {s5}.
dlga_dplmc_constable_patrol_change_target_confirm:dplmc_constable_security_ask|Merci.
dlga_dplmc_constable_patrol_change_target_confirm:dplmc_constable_security_ask.1|Ou non, peut-être pas. Laissez tomber.
dlga_dplmc_constable_security:dplmc_constable_patrol_to_center_ask|Je veux qu'une patrouille retourne à une garnison.
dlga_dplmc_constable_patrol_to_center_ask:dplmc_constable_patrol_to_center|Quelle patrouille doit revenir dans une garnison ?
dlga_dplmc_constable_patrol_to_center:dplmc_constable_security_ask|Aucune.
dlga_dplmc_constable_patrol_to_center_target_ask:dplmc_constable_patrol_to_center_target|Où voulez-vous envoyer la patrouille ?
dlga_dplmc_constable_patrol_to_center_target:dplmc_constable_security_ask|Nulle part.
dlga_dplmc_constable_patrol_change_to_center_confirm_ask:dplmc_constable_patrol_to_center_confirm|Très bien, je vais demander à un de nos messagers de porter à la troupe qui patrouille autour de {s5} votre ordre de revenir à la garnison de {s6}.
dlga_dplmc_constable_patrol_to_center_confirm:dplmc_constable_security_ask|Merci.
dlga_dplmc_constable_patrol_to_center_confirm:dplmc_constable_security_ask.1|Ou non, peut-être pas. Laissez tomber.
dlga_dplmc_constable_security:dplmc_constable_patrol_disband_ask|Je veux démanteler une patrouille. 
dlga_dplmc_constable_patrol_disband_ask:dplmc_constable_patrol_disband|Quelle patrouille voulez-vous démanteler ?
dlga_dplmc_constable_patrol_disband:dplmc_constable_pretalk|Aucune.
dlga_dplmc_constable_patrol_disband_confirm_ask:dplmc_constable_patrol_disband_confirm|Très bien, je vais faire quérir un messager pour sommer les hommes qui patrouillent autour de {s5} de se disperser.
dlga_dplmc_constable_patrol_disband_confirm:dplmc_constable_security_ask|Merci.
dlga_dplmc_constable_patrol_disband_confirm:dplmc_constable_security_ask.1|Non.
dlga_dplmc_constable_security:dplmc_constable_pretalk|Laissez tomber, cela n'a aucune importance.
dlga_dplmc_constable_talk:dplmc_constable_prisoner|J'ai fait quelques prisonniers, pouvez-vous les rançonner pour moi ?
dlga_dplmc_constable_prisoner:dplmc_constable_pretalk|Bien sûr, Sire
dlga_dplmc_constable_talk:dplmc_constable_dismiss_confirm_ask|Je me passerais désormais de vos services, adieu.
dlga_dplmc_constable_dismiss_confirm_ask:dplmc_constable_dismiss_confirm|Êtes-vous sûr que vous n'avez pas plus besoin de moi ?
dlga_dplmc_constable_dismiss_confirm:dplmc_constable_dismiss_confirm_yes|Oui, je le suis.
dlga_dplmc_constable_dismiss_confirm_yes:close_window|Si c'est ce que vous désirez.
dlga_dplmc_constable_dismiss_confirm:dplmc_constable_pretalk|Non, je ne le suis pas.
dlga_dplmc_constable_talk:close_window|Merci, je reviendrai plus tard.
dlga_start:dplmc_chamberlain_talk|Oui Sire ?
dlga_dplmc_chamberlain_pretalk:dplmc_chamberlain_talk|Autre chose Sire ?
dlga_dplmc_chamberlain_talk:dplmc_chamberlain_overview|Faîtes-moi un rapport sur l'état de nos finances de vous prie. 
dlga_dplmc_chamberlain_talk:dplmc_chamberlain_treasury|Examinons la trésorerie.
dlga_dplmc_chamberlain_treasury:dplmc_chamberlain_treasury_action|Il y a actuellement {s4} dragons d'or dans le Trésor et nous avons  {s6} dradons d'or de dettes... Que désirez-vous faire?
dlga_dplmc_chamberlain_treasury_action:dplmc_chamberlain_treasury_action_pay|Je veux ajouter de l'argent à la trésorerie.
dlga_dplmc_chamberlain_treasury_action_pay:dplmc_chamberlain_treasury_action_pay_select|Nous avons actuellement {s4} dragons d'or dans la trésorerie, combien de dragons d'or voulez-vous ajouter Sire ?
dlga_dplmc_chamberlain_treasury_action_pay_select:dplmc_chamberlain_treasury_action_pay|100.
dlga_dplmc_chamberlain_treasury_action_pay_select:dplmc_chamberlain_treasury_action_pay.1|200.
dlga_dplmc_chamberlain_treasury_action_pay_select:dplmc_chamberlain_treasury_action_pay.2|500.
dlga_dplmc_chamberlain_treasury_action_pay_select:dplmc_chamberlain_treasury_action_pay.3|1000.
dlga_dplmc_chamberlain_treasury_action_pay_select:dplmc_chamberlain_treasury_action_pay.4|2000.
dlga_dplmc_chamberlain_treasury_action_pay_select:dplmc_chamberlain_treasury_action_pay.5|5000.
dlga_dplmc_chamberlain_treasury_action_pay_select:dplmc_chamberlain_treasury_action_pay.6|10000.
dlga_dplmc_chamberlain_treasury_action_pay_select:dplmc_chamberlain_pretalk|Laissez tomber, cela n'a aucune importance.
dlga_dplmc_chamberlain_treasury_action:dplmc_chamberlain_treasury_action_withdraw|Je veux retirer de l'argent de la trésorerie.
dlga_dplmc_chamberlain_treasury_action_withdraw:dplmc_chamberlain_treasury_action_withdraw_select|Nous avons actuellement {s4} dragons d'or dans la trésorerie, combien de dragons d'or voulez-vous retirer Sire ?
dlga_dplmc_chamberlain_treasury_action_withdraw_select:dplmc_chamberlain_treasury_action_withdraw|100.
dlga_dplmc_chamberlain_treasury_action_withdraw_select:dplmc_chamberlain_treasury_action_withdraw.1|200.
dlga_dplmc_chamberlain_treasury_action_withdraw_select:dplmc_chamberlain_treasury_action_withdraw.2|500.
dlga_dplmc_chamberlain_treasury_action_withdraw_select:dplmc_chamberlain_treasury_action_withdraw.3|1000.
dlga_dplmc_chamberlain_treasury_action_withdraw_select:dplmc_chamberlain_treasury_action_withdraw.4|2000.
dlga_dplmc_chamberlain_treasury_action_withdraw_select:dplmc_chamberlain_treasury_action_withdraw.5|5000.
dlga_dplmc_chamberlain_treasury_action_withdraw_select:dplmc_chamberlain_treasury_action_withdraw.6|10000.
dlga_dplmc_chamberlain_treasury_action_withdraw_select:dplmc_chamberlain_pretalk|Laissez tomber, cela n'a aucune importance.
dlga_dplmc_chamberlain_treasury_action:dplmc_chamberlain_pretalk|Merci, parlons d'autre chose.
dlga_dplmc_chamberlain_talk:dplmc_chamberlain_status|Faîtes moi un rapport sur la situation financière d'un fief je vous prie.
dlga_dplmc_chamberlain_status:dplmc_chamberlain_status_select_fief|A propos de quel fief voulez-vous être informé ?
dlga_dplmc_chamberlain_status_select_fief:dplmc_chamberlain_pretalk|Laissez tomber, cela n'a aucune importance.
dlga_dplmc_chamberlain_talk:dplmc_chamberlain_tax|Je souhaite changer le taux d'imposition pour un fief. 
dlga_dplmc_chamberlain_tax:dplmc_chamberlain_tax_select_center|Pour quel fief ?
dlga_dplmc_chamberlain_tax_select_center:dplmc_chamberlain_pretalk|Laissez tomber, cela n'a aucune importance.
dlga_dplmc_chamberlain_tax_ask_rate:dplmc_chamberlain_tax_select_rate|A quel taux d'imposition souhaitez-vous prélever vos taxes à {s6}?
dlga_dplmc_chamberlain_tax_select_rate:dplmc_chamberlain_tax_ask_confirm|Très bas.
dlga_dplmc_chamberlain_tax_select_rate:dplmc_chamberlain_tax_ask_confirm.1|Bas.
dlga_dplmc_chamberlain_tax_select_rate:dplmc_chamberlain_tax_ask_confirm.2|Normal.
dlga_dplmc_chamberlain_tax_select_rate:dplmc_chamberlain_tax_ask_confirm.3|Élevé
dlga_dplmc_chamberlain_tax_select_rate:dplmc_chamberlain_tax_ask_confirm.4|Très élevé.
dlga_dplmc_chamberlain_tax_select_rate:dplmc_chamberlain_pretalk|Laissez tomber, cela n'a aucune importance.
dlga_dplmc_chamberlain_tax_ask_confirm:dplmc_chamberlain_tax_confirm|Voulez-vous vraiment fixer le taux d'imposition de {s6} à un niveau {s11}?
dlga_dplmc_chamberlain_tax_confirm:dplmc_chamberlain_pretalk|Oui.
dlga_dplmc_chamberlain_tax_confirm:dplmc_chamberlain_pretalk.1|Non, j'ai changé d'avis.
dlga_dplmc_chamberlain_talk:dplmc_chamberlain_manage_fiefs|Je souhaite construire des aménagements dans mes terres.
dlga_dplmc_chamberlain_manage_fiefs:dplmc_chamberlain_manage_fiefs_options|Nous avons actuellement {reg0} aménagements construits dans {reg1} de vos {reg2} fiefs. Voulez-vous en bâtir d'autres ?
dlga_dplmc_chamberlain_manage_fiefs_options:dplmc_chamberlain_manage_fiefs_build|Oui, aménageons mes terres !
dlga_dplmc_chamberlain_manage_fiefs_options:dplmc_chamberlain_pretalk|Non.
dlga_dplmc_chamberlain_manage_fiefs_build:dplmc_chamberlain_manage_fiefs_build_location|Où devons-nous bâtir de nouveaux aménagements ?
dlga_dplmc_chamberlain_manage_fiefs_build_location:dplmc_chamberlain_manage_fiefs_build_ask|{s2}.
dlga_dplmc_chamberlain_manage_fiefs_build_location:dplmc_chamberlain_pretalk|Nulle part.
dlga_dplmc_chamberlain_manage_fiefs_build_ask:dplmc_chamberlain_pretalk|{s19}  Vous êtes en train de construire {s7}. Cette bâtisse sera achevée après {reg8} jour{reg9?s:}. Nous devons attendre avant d'entamer de nouveaux travaux.
dlga_dplmc_chamberlain_manage_fiefs_build_ask:dplmc_chamberlain_manage_fiefs_build_ask2|{s19}  Que voulez-vous construire ?
dlga_dplmc_chamberlain_manage_fiefs_build_ask2:dplmc_chamberlain_manage_fiefs_build_confirm_ask|Un manoir.
dlga_dplmc_chamberlain_manage_fiefs_build_ask2:dplmc_chamberlain_manage_fiefs_build_confirm_ask.1|Un moulin.
dlga_dplmc_chamberlain_manage_fiefs_build_ask2:dplmc_chamberlain_manage_fiefs_build_confirm_ask.2|Une tour de guet.
dlga_dplmc_chamberlain_manage_fiefs_build_ask2:dplmc_chamberlain_manage_fiefs_build_confirm_ask.3|Une école.
dlga_dplmc_chamberlain_manage_fiefs_build_ask2:dplmc_chamberlain_manage_fiefs_build_confirm_ask.4|Un poste de messagers.
dlga_dplmc_chamberlain_manage_fiefs_build_ask2:dplmc_chamberlain_manage_fiefs_build_confirm_ask.5|Une tour de prison.
dlga_dplmc_chamberlain_manage_fiefs_build_ask2:dplmc_chamberlain_manage_fiefs_build_confirm_ask.6|Une caserne.
dlga_dplmc_chamberlain_manage_fiefs_build_ask2:dplmc_chamberlain_pretalk|Rien du tout.
dlga_dplmc_chamberlain_manage_fiefs_build_confirm_ask:dplmc_chamberlain_manage_fiefs_confirm|Êtes-vous sûr de vouloir, pour {reg5} dragons d'or, bâtir à {s2} cet édifice : {s4} ? Cela nous prendra {reg6} jours. A titre d'information je vous rappelle que nous avons actuellement {reg7} dragons d'or dans notre Trésorerie.
dlga_dplmc_chamberlain_manage_fiefs_confirm:dplmc_chamberlain_pretalk|Oui.
dlga_dplmc_chamberlain_manage_fiefs_confirm:dplmc_chamberlain_pretalk.1|Non, nous n'avons pas assez d'argent pour nous le permettre.
dlga_dplmc_chamberlain_talk:dplmc_chamberlain_pools_ask|Je souhaite gérer l'inventaire de mes compagnons et mes propres réserves.
dlga_dplmc_chamberlain_pools_ask:dplmc_chamberlain_pools|Que voulez-vous faire ?
dlga_dplmc_chamberlain_pools:dplmc_chamberlain_pools_end|Je souhaite gérer l'inventaire.
dlga_dplmc_chamberlain_pools_end:dplmc_chamberlain_pools_end_2|Avez-vous besoin d'autre chose, {s0}?
dlga_dplmc_chamberlain_pools_end_2:dplmc_chamberlain_talk|Avez-vous besoin d'autre chose, {s0}?
dlga_dplmc_chamberlain_pools:dplmc_chamberlain_item_pool|Laisser mes compagnons prendre des objets dans leur inventaire.
dlga_dplmc_chamberlain_item_pool:dplmc_chamberlain_item_pool_confirm|Êtes-vous sûr de vouloir faire ça ?
dlga_dplmc_chamberlain_item_pool_confirm:dplmc_chamberlain_pretalk|Oui.
dlga_dplmc_chamberlain_item_pool_confirm:dplmc_chamberlain_pretalk.1|Non, j'ai changé d'avis.
dlga_dplmc_chamberlain_pools:dplmc_chamberlain_pretalk|Je souhaite gérer l'inventaire laissé à l'usage de mes compagnons.
dlga_dplmc_chamberlain_pools:dplmc_chamberlain_pretalk.1|Je souhaite gérer mes réserves.
dlga_dplmc_chamberlain_talk:dplmc_chamberlain_dismiss_confirm_ask|Je me passerais désormais de vos services, adieu.
dlga_dplmc_chamberlain_dismiss_confirm_ask:dplmc_chamberlain_dismiss_confirm|Êtes-vous sûr de vouloir gérer toutes les finances vous-même ?
dlga_dplmc_chamberlain_dismiss_confirm:dplmc_chamberlain_dismiss_confirm_yes|Oui, je le suis.
dlga_dplmc_chamberlain_dismiss_confirm:dplmc_chamberlain_pretalk|Non, je ne le suis pas.
dlga_dplmc_chamberlain_dismiss_confirm_yes:close_window|Comme vous voulez. Passons en revue les documents et vérifions votre situation.
dlga_dplmc_chamberlain_talk:close_window|Oh rien, je voulais juste vérifier les documents.
dlga_spouse_talk:dplmc_spouse_staff_talk_ask|Je requiers les services d'un nouvel intendant.
dlga_dplmc_spouse_staff_talk_ask:dplmc_talk_staff|De quelle personne auriez-vous besoin ?
dlga_dplmc_talk_staff:dplmc_talk_appoint_constable|J'aurais besoin d'un connétable, qui fera office de grand officier pour mes armées.
; dlga_dplmc_talk_appoint_constable:dplmc_talk_appoint_constable_confirm|I assume you will want to rehire Erlos?  His rate is still 15 coins each week, and the appointment will cost us 700 coins.
; dlga_dplmc_talk_appoint_constable:dplmc_talk_appoint_constable_confirm.1|I have heard good things about a local nobleman by the name of Erlos, and I believe he would be well-suited for the job. He demands 15 coins each week, though. The appointment will cost us 700 coins.
; dlga_dplmc_talk_appoint_constable:dplmc_talk_appoint_constable_confirm.2|That's a wise idea. May I suggest a very capable nobleman and friend of my family? His name is Erlos. He demands 15 coins each week, though. The appointment will cost us 700 coins.
