trp_multiplayer_profile_troop_male|Profil multi-joueurs homme
trp_bandit_n_slaver_chief_pl|chefs esclavagistes
trp_bandit_r_looter|Pilleur
trp_bandit_r_looter_pl|Pilleurs
trp_bandit_r_bandit|Bandit
trp_bandit_r_bandit_pl|Bandits
trp_bandit_r_brigand|Brigand
trp_bandit_r_brigand_pl|Brigands
trp_bandit_r_mountain|Bandit des montagnes
trp_bandit_r_mountain_pl|Bandits des montagnes
trp_bandit_r_forest|Bandit des forêts
trp_bandit_r_forest_pl|Bandits des forêts
trp_bandit_r_sea_raider|Pirate
trp_bandit_r_sea_raider_pl|Pirates
trp_bandit_r_steppe|Bandit des steppes
trp_bandit_r_steppe_pl|Bandits des steppes
trp_bandit_r_taiga|Bandit de la taïga
trp_bandit_r_taiga_pl|Bandits de la taïga
trp_bandit_r_desert|Bandit du désert
trp_bandit_r_desert_pl|Bandits du désert
trp_bandit_r_black_khergit_horseman|Cavalier noir Khergit
trp_bandit_r_black_khergit_horseman_pl|Cavaliers noirs Khergits
trp_bandit_r_manhunter|Chasseur de primes
trp_bandit_r_manhunter_pl|Chasseurs de primes
trp_bandit_r_slave_driver|Meneur d'esclaves
trp_bandit_r_slave_driver_pl|Meneurs d'esclaves
trp_bandit_r_slave_hunter|Chasseur d'esclaves
trp_bandit_r_slave_hunter_pl|Chasseurs d'esclaves
trp_bandit_r_slave_crusher|Bourreau d'esclaves
trp_bandit_r_slave_crusher_pl|Bourreaux d'esclaves
trp_bandit_r_slaver_chief|Chef Esclavagiste
trp_bandit_r_slaver_chief_pl|chefs esclavagistes
trp_bandit_e_looter|Pilleur
trp_bandit_e_looter_pl|Pilleurs
trp_bandit_e_bandit|Bandit
trp_bandit_e_bandit_pl|Bandits
trp_bandit_e_brigand|Brigand
trp_bandit_e_brigand_pl|Brigands
trp_bandit_e_mountain|Bandit des montagnes
trp_bandit_e_mountain_pl|Bandits des montagnes
trp_bandit_e_forest|Bandit des forêts
trp_bandit_e_forest_pl|Bandits des forêts
trp_bandit_e_sea_raider|Capitaine pirate
trp_bandit_e_sea_raider_pl|Capitaines pirates
trp_bandit_e_sea_raider1|Épéiste pirate
trp_bandit_e_sea_raider1_pl|Épéistes pirates
trp_bandit_e_sea_raider2|Archer pirate
trp_bandit_e_sea_raider2_pl|Archers pirates
trp_bandit_e_steppe|Ko Dothraki
trp_bandit_e_steppe_pl|Ko Dothrakis
trp_bandit_e_steppe1|Guerrier Dothraki
trp_bandit_e_steppe1_pl|Guerriers Dothraki
trp_bandit_e_steppe2|Archer Dothraki
trp_bandit_e_steppe2_pl|Archers Dothraki
trp_bandit_e_taiga|Chef sauvageon
trp_bandit_e_taiga_pl|Chefs sauvageons
trp_bandit_e_taiga1|Guerrier sauvageon
trp_bandit_e_taiga1_pl|Guerriers sauvageons
trp_bandit_e_taiga2|Archer sauvageon
trp_bandit_e_taiga2_pl|Archers sauvageons
trp_wildling_spearwife|Lancière Sauvageon
trp_wildling_spearwife_pl|Lancières Sauvageon
trp_bandit_e_desert|Chef hors-la-loi
trp_bandit_e_desert_pl|Chef hors-la-loi
trp_bandit_e_desert1|Cavalier hors-la-loi
trp_bandit_e_desert1_pl|Cavaliers hors-la-loi
trp_bandit_e_desert2|Tirailleur hors-la-loi
trp_bandit_e_desert2_pl|Tirailleurs hors-la-loi
trp_bandit_e_outlaw|Bandit du désert
trp_bandit_e_outlaw_pl|Bandits du désert
trp_bandit_e_outlaw1|Fantassin hors-la-loi
trp_bandit_e_outlaw1_pl|Fantassins hors-la-loi
trp_bandit_e_valemen|Bandit du désert
trp_bandit_e_valemen_pl|Bandits du désert
trp_bandit_e_valemen1|Bandit du désert
trp_bandit_e_valemen1_pl|Bandits du désert
trp_bandit_e_valemen2|Bandit du désert
trp_bandit_e_valemen2_pl|Bandits du désert
trp_bandit_e_raiders|Bandit du désert
trp_bandit_e_raiders_pl|Bandits du désert
trp_bandit_e_raiders1|Bandit du désert
trp_bandit_e_raiders1_pl|Bandits du désert
trp_bandit_e_raiders2|Bandit du désert
trp_bandit_e_raiders2_pl|Bandits du désert
trp_bandit_e_essoslooter|Bandit du désert
trp_bandit_e_essoslooter_pl|Bandits du désert
trp_bandit_e_dothraki|Bandit du désert
trp_bandit_e_dothraki_pl|Bandits du désert
trp_bandit_e_dothraki1|Bandit du désert
trp_bandit_e_dothraki1_pl|Bandits du désert
trp_bandit_e_dothraki2|Bandit du désert
trp_bandit_e_dothraki2_pl|Bandits du désert
trp_bandit_e_slavers|Bandit du désert
trp_bandit_e_slavers_pl|Bandits du désert
trp_bandit_e_slavers1|Bandit du désert
trp_bandit_e_slavers1_pl|Bandits du désert
trp_bandit_e_slavers2|Bandit du désert
trp_bandit_e_slavers2_pl|Bandits du désert
trp_bandit_e_pirates|Bandit du désert
trp_bandit_e_pirates_pl|Bandits du désert
trp_bandit_e_pirates1|Bandit du désert
trp_bandit_e_pirates1_pl|Bandits du désert
trp_bandit_e_escapedslave|Bandit du désert
trp_bandit_e_escapedslave_pl|Bandits du désert
trp_bandit_e_escapedslave1|Bandit du désert
trp_bandit_e_escapedslave1_pl|Bandits du désert
trp_bandit_e_black_khergit_horseman|Cavalier noir Khergit
trp_bandit_e_black_khergit_horseman_pl|Cavaliers noirs Khergit
trp_bandit_e_manhunter|Chasseur de primes
trp_bandit_e_manhunter_pl|Chasseurs de primes
trp_bandit_e_slave_driver|Meneur d'esclaves
trp_bandit_e_slave_driver_pl|Meneurs d'esclaves
trp_bandit_e_slave_hunter|Chasseur d'esclaves
trp_bandit_e_slave_hunter_pl|Chasseurs d'esclaves
trp_bandit_e_slave_crusher|Bourreau d'esclaves
trp_bandit_e_slave_crusher_pl|Bourreaux d'esclaves
trp_bandit_e_slaver_chief|Chef Esclavagiste
trp_bandit_e_slaver_chief_pl|Chefs Esclavagistes
trp_woman_n_refugee|Réfugié
trp_woman_n_refugee_pl|Réfugiés
trp_woman_r_refugee|Femme Mercenaire échelon deux
trp_woman_r_refugee_pl|Femmes Mercenaires échelon deux
trp_woman_e_refugee|Paysanne
trp_woman_e_refugee_pl|Paysannes
trp_caravan_master|Maître de caravane
trp_caravan_master_pl|Maîtres de caravane
trp_kidnapped_girl|Jeune fille kidnappée
trp_kidnapped_girl_pl|Jeunes filles kidnappées
trp_kidnapped_wife|Epouse de Miller
trp_kidnapped_wife_pl|Epouses de Miller
trp_wedding_guest|Invité de mariage
trp_wedding_guest_pl|Invités du mariage
trp_swadian_town_walker_m_average|Citadin
trp_swadian_town_walker_m_average_pl|Citadins
trp_swadian_town_walker_f_average|Citadine
trp_swadian_town_walker_f_average_pl|Citadines
trp_vaegir_town_walker_m_average|Citadin
trp_vaegir_town_walker_m_average_pl|Citadins
trp_vaegir_town_walker_f_average|Citadine
trp_vaegir_town_walker_f_average_pl|Citadines
trp_khergit_town_walker_m_average|Citoyen
trp_khergit_town_walker_m_average_pl|Citoyens
trp_khergit_town_walker_f_average|Citoyen
trp_khergit_town_walker_f_average_pl|Citoyens
trp_nord_town_walker_m_average|Citadin
trp_nord_town_walker_m_average_pl|Citadins
trp_nord_town_walker_f_average|Citadine
trp_nord_town_walker_f_average_pl|Citadines
trp_rhodok_town_walker_m_average|Citoyen
trp_rhodok_town_walker_m_average_pl|Citoyens
trp_rhodok_town_walker_f_average|Citoyenne
trp_rhodok_town_walker_f_average_pl|Citoyennes
trp_sarranid_town_walker_m_average|Citadin
trp_sarranid_town_walker_m_average_pl|Citadins
trp_sarranid_town_walker_f_average|Citadine
trp_sarranid_town_walker_f_average_pl|Citadines
trp_town_walker_m_average|Citadin
trp_town_walker_m_average_pl|Citadins
trp_town_walker_f_average|Citadine
trp_town_walker_f_average_pl|Citadines
trp_swadian_village_walker_m_average|Villageois
trp_swadian_village_walker_m_average_pl|Villageois
trp_swadian_village_walker_f_average|Villageois
trp_swadian_village_walker_f_average_pl|Villageois
trp_vaegir_village_walker_m_average|Villageois
trp_vaegir_village_walker_m_average_pl|Villageois
trp_vaegir_village_walker_f_average|Villageois
trp_vaegir_village_walker_f_average_pl|Villageois
trp_khergit_village_walker_m_average|Villageois
trp_khergit_village_walker_m_average_pl|Villageois
trp_khergit_village_walker_f_average|Villageois
trp_khergit_village_walker_f_average_pl|Villageois
trp_nord_village_walker_m_average|Villageois
trp_nord_village_walker_m_average_pl|Villageois
trp_nord_village_walker_f_average|Villageois
trp_nord_village_walker_f_average_pl|Villageois
trp_rhodok_village_walker_m_average|Villageois
trp_rhodok_village_walker_m_average_pl|Villageois
trp_rhodok_village_walker_f_average|Villageois
trp_rhodok_village_walker_f_average_pl|Villageois
trp_sarranid_village_walker_m_average|Villageois
trp_sarranid_village_walker_m_average_pl|Villageois
trp_sarranid_village_walker_f_average|Villageois
trp_sarranid_village_walker_f_average_pl|Villageois
trp_village_walker_m_average|Villageois
trp_village_walker_m_average_pl|Villageois
trp_village_walker_f_average|Villageois
trp_village_walker_f_average_pl|Villageois
trp_swadian_spy_walker_1|Citadin
trp_swadian_spy_walker_1_pl|Citadins
trp_swadian_spy_walker_2|Citadine
trp_swadian_spy_walker_2_pl|Citadines
trp_vaegir_spy_walker_1|Citadin
trp_vaegir_spy_walker_1_pl|Citadins
trp_vaegir_spy_walker_2|Citadine
trp_vaegir_spy_walker_2_pl|Citadines
trp_khergit_spy_walker_1|Citadin
trp_khergit_spy_walker_1_pl|Citadins
trp_khergit_spy_walker_2|Citadine
trp_khergit_spy_walker_2_pl|Citadines
trp_nord_spy_walker_1|Citadin
trp_nord_spy_walker_1_pl|Citadins
trp_nord_spy_walker_2|Citadine
trp_nord_spy_walker_2_pl|Citadines
trp_rhodok_spy_walker_1|Citadin
trp_rhodok_spy_walker_1_pl|Citadins
trp_rhodok_spy_walker_2|Citadine
trp_rhodok_spy_walker_2_pl|Citadines
trp_sarranid_spy_walker_1|Citadin
trp_sarranid_spy_walker_1_pl|Citadins
trp_sarranid_spy_walker_2|Citadine
trp_sarranid_spy_walker_2_pl|Citadines
trp_spy_walker_1|Citadin
trp_spy_walker_1_pl|Citadins
trp_spy_walker_2|Citadine
trp_spy_walker_2_pl|Citadines
trp_tournament_master|Maître de tournoi Ulricus
trp_tournament_master_pl|Maître de tournoi Ulricus
trp_trainer|Entraîneur Hugo
trp_trainer_pl|Entraîneur Hugo
trp_constable_hareck|Connétable Hareck
trp_constable_hareck_pl|Agent Hareck
; trp_ramun_the_slave_trader|Ramun
; trp_ramun_the_slave_trader_pl|Ramun
trp_guide|Jimmy le prompt
trp_guide_pl|Jimmy le prompt
trp_xerina|Ser Baelor Donniger
trp_xerina_pl|Ser Baelor Donniger
trp_dranton|Ser Andros Egen
trp_dranton_pl|Ser Andros Egen
trp_kradus|Ser Patrek Hersy
trp_kradus_pl|Ser Patrek Hersy
trp_dranton1|Ser Marlon Pryor
trp_dranton1_pl|Ser Marlon Pryor
trp_dranton2|Ser Rodrik Upcliff
trp_dranton2_pl|Ser Rodrik Upcliff
trp_dranton3|Ser Andrey Charlton
trp_dranton3_pl|Ser Andrey Charlton
trp_dranton4|Ser Leslyn Foyngs
trp_dranton4_pl|Ser Leslyn Foyngs
; trp_dranton5|Ser Androw Heddle
; trp_dranton5_pl|Ser Androw Heddle
; trp_dranton6|Ser Forley of Laketown
; trp_dranton6_pl|Ser Forley of Laketown
trp_dranton7|Ser Brom des Soupirs
trp_dranton7_pl|Ser Brom des Soupirs
trp_dranton8|Ser Clifton de la gorge
trp_dranton8_pl|Ser Clifton de la gorge
trp_dranton9|Ser Byron le rouge
trp_dranton9_pl|Ser Byron le rouge
; trp_dranton10|Ser Morton Cockshaw
; trp_dranton10_pl|Ser Morton Cockshaw
; trp_dranton11|Ser Manfryd of Hag's Mire
; trp_dranton11_pl|Ser Manfryd of Hag's Mire
trp_dranton12|Ser Theodan Wells
trp_dranton12_pl|Ser Theodan Wells
; trp_dranton13|Ser Osbert Pommingham
; trp_dranton13_pl|Ser Osbert Pommingham
trp_dranton14|Ser Samwell de Villevieille
trp_dranton14_pl|Ser Samwell de Villevieille
trp_dranton15|Ser Orson Stone
trp_dranton15_pl|Ser Orson Stone
trp_dranton16|Ser Quincy de Lannisport
trp_dranton16_pl|Ser Quincy de Lannisport
trp_dranton17|Ser Bennard Brune
trp_dranton17_pl|Ser Bennard Brune
trp_dranton18|Ser Josmon Byrch
trp_dranton18_pl|Ser Josmon Byrch
trp_dranton19|Ser Herbert Bolling
trp_dranton19_pl|Ser Herbert Bolling
; trp_dranton20|Ser Tommard Redding
; trp_dranton20_pl|Ser Tommard Redding
trp_dranton21|Ser Addam Hill
trp_dranton21_pl|Ser Addam Hill
trp_dranton22|Ser Triston Long Stride
trp_dranton22_pl|Ser Triston Long Stride
; trp_dranton23|Ser Andrey Waters
; trp_dranton23_pl|Ser Andrey Waters
; trp_dranton24|Ser Ben Inchfield
; trp_dranton24_pl|Ser Ben Inchfield
; trp_dranton25|Ser Jossifer of Threepenny Woods
; trp_dranton25_pl|Ser Jossifer of Threepenny Woods
trp_dranton26|Ser Hosman Stone
trp_dranton26_pl|Ser Hosman Stone
; trp_dranton27|Ser Rhodry Sand
; trp_dranton27_pl|Ser Rhodry Sand
; trp_dranton28|Ser Dunaver Westbrook
; trp_dranton28_pl|Ser Dunaver Westbrook
trp_dranton29|Ser Samwell Spicer
trp_dranton29_pl|Ser Samwell Spicer
trp_dranton30|Ser Manfryd Yew
trp_dranton30_pl|Ser Manfryd Yew
; trp_dranton31|Ser Lambert Vikary
; trp_dranton31_pl|Ser Lambert Vikary
; trp_dranton32|Ser Rhys Risley
; trp_dranton32_pl|Ser Rhys Risley
; trp_dranton33|Ser Alyn of Ramsford
; trp_dranton33_pl|Ser Alyn of Ramsford
; trp_dranton34|Ser Garibald of Fieldstone
; trp_dranton34_pl|Ser Garibald of Fieldstone
trp_dranton35|Ser Elbert des Salines
trp_dranton35_pl|Ser Elbert des Salines
; trp_dranton36|Ser Ossifer Dunn
; trp_dranton36_pl|Ser Ossifer Dunn
trp_dranton37|Alain de Barrowton
trp_dranton37_pl|Alain de Barrowton
trp_dranton38|Gawyn Waters
trp_dranton38_pl|Gawyn Waters
trp_dranton39|Mandon Storm
trp_dranton39_pl|Mandon Storm
trp_dranton40|Olyvar Sand
trp_dranton40_pl|Olyvar Sand
trp_dranton41|Otton Rivers
trp_dranton41_pl|Otton Rivers
trp_dranton42|Ser Hoster Rivers
trp_dranton42_pl|Ser Hoster Rivers
trp_dranton43|Patrek Rivers
trp_dranton43_pl|Patrek Rivers
; trp_dranton44|Ser Armond Beesbury
; trp_dranton44_pl|Ser Armond Beesbury
; trp_dranton45|Clarence Snow
; trp_dranton45_pl|Clarence Snow
trp_dranton46|Alyn de Blancport
trp_dranton46_pl|Alyn de Blancport
trp_dranton47|Ser Clarence le Grand
trp_dranton47_pl|Ser Clarence le Grand
trp_dranton48|Ser Lucos le Hawk
trp_dranton48_pl|Ser Lucos le Hawk
; trp_dranton49|Ser Eustace Norcross
; trp_dranton49_pl|Ser Eustace Norcross
trp_dranton50|Ser Robert de Ashford
trp_dranton50_pl|Ser Robert de Ashford
; trp_dranton51|Ser Tybolt Chester
; trp_dranton51_pl|Ser Tybolt Chester
trp_dranton52|Ser Raynard le grand
trp_dranton52_pl|Ser Raynard le Grand
trp_dranton53|Ser Janos Flowers
trp_dranton53_pl|Ser Janos Flowers
; trp_dranton54|Ser Harlan Fossoway
; trp_dranton54_pl|Ser Harlan Fossoway
trp_dranton55|Ser Eldron Webber
trp_dranton55_pl|Ser Eldron Webber
; trp_dranton56|Ser Duncan Rowan
; trp_dranton56_pl|Ser Duncan Rowan
; trp_dranton57|Ser Theodore Tyrell
; trp_dranton57_pl|Ser Theodore Tyrell
; trp_dranton58|Humfrey Durwell
; trp_dranton58_pl|Humfrey Durwell
; trp_dranton59|Ser Leo Tyrell
; trp_dranton59_pl|Ser Leo Tyrell
; trp_dranton60|Ser Halbert Hightower
; trp_dranton60_pl|Ser Halbert Hightower
trp_dranton61|Ser Loren de Kayce
trp_dranton61_pl|Ser Loren de Kayce
trp_dranton62|Ser Andrew Plumm
trp_dranton62_pl|Ser Andrew Plumm
; trp_dranton63|Ser Gerold of the Fingers
; trp_dranton63_pl|Ser Gerold of the Fingers
trp_dranton64|Ser Gawyn de Greenblood
trp_dranton64_pl|Ser Gawyn de Greenblood
trp_tutorial_trainer|Maître de l’entraînement Ladislaus
trp_tutorial_trainer_pl|Maître de l’entraînement Ladislaus
trp_galeas|Galeas
trp_galeas_pl|Galeas
trp_farmer_from_bandit_village|Fermier
trp_farmer_from_bandit_village_pl|Fermiers
trp_trainer_1|Entraîneur
trp_trainer_1_pl|Entraîneurs
trp_trainer_2|Entraîneur
trp_trainer_2_pl|Entraîneurs
trp_trainer_3|Entraîneur
trp_trainer_3_pl|Entraîneurs
trp_trainer_4|Entraîneur
trp_trainer_4_pl|Entraîneurs
trp_trainer_5|Entraîneur
trp_trainer_5_pl|Entraîneurs
trp_ransom_broker_1|Ezhram l'esclavagiste
trp_ransom_broker_1_pl|Ezhram l'esclavagiste
trp_ransom_broker_2|Leybold le rançonneur
trp_ransom_broker_2_pl|Leybold le rançonneur
trp_ransom_broker_3|Aladale le rançonneur
trp_ransom_broker_3_pl|Aladale le rançonneur
trp_ransom_broker_4|Colloquo l'esclavagiste
trp_ransom_broker_4_pl|Colloquo l'esclavagiste
trp_ransom_broker_5|Quort l'esclavagiste
trp_ransom_broker_5_pl|Quort l'esclavagiste
trp_ransom_broker_6|Graznan l'esclavagiste
trp_ransom_broker_6_pl|Graznan l'esclavagiste
trp_ransom_broker_7|Elloras l'esclavagiste
trp_ransom_broker_7_pl|Elloras l'esclavagiste
trp_ransom_broker_8|Temmo l'esclavagiste
trp_ransom_broker_8_pl|Temmo l'esclavagiste
trp_ransom_broker_9|Tremond le rançonneur
trp_ransom_broker_9_pl|Tremond le rançonneur
trp_ransom_broker_10|Manfred le rançonneur
trp_ransom_broker_10_pl|Manfred le rançonneur
; trp_tavern_traveler_1|Alyn the Wanderer
; trp_tavern_traveler_1_pl|Alyn the Wanderer
trp_tavern_traveler_2|Barth le voyageur
trp_tavern_traveler_2_pl|Barth le voyageur
trp_tavern_traveler_3|Bellegere le voyageur
trp_tavern_traveler_3_pl|Bellegere le voyageur
trp_tavern_traveler_4|Cayn le voyageur
trp_tavern_traveler_4_pl|Cayn le voyageur
trp_tavern_traveler_5|Dick le voyageur
trp_tavern_traveler_5_pl|Dick le voyageur
trp_tavern_traveler_6|Ebrose le voyageur
trp_tavern_traveler_6_pl|Ebrose le voyageur
trp_tavern_traveler_7|Iggo le vagabond
trp_tavern_traveler_7_pl|Iggo le vagabond
trp_tavern_traveler_8|Dhorane le vagabond
trp_tavern_traveler_8_pl|Dhorane le vagabond
trp_tavern_traveler_9|Laro le vagabond
trp_tavern_traveler_9_pl|Laro le vagabond
trp_tavern_traveler_10|Qelghor le vagabond
trp_tavern_traveler_10_pl|Qelghor le vagabond
trp_tavern_bookseller_1|Waltyr le savant
trp_tavern_bookseller_1_pl|Waltyr le savant
trp_tavern_bookseller_2|Septon Ulbard
trp_tavern_bookseller_2_pl|Septon Ulbard
trp_tavern_minstrel_1|Alyn le Barde
trp_tavern_minstrel_1_pl|Alyn le Barde
trp_tavern_minstrel_2|Tom le barde
trp_tavern_minstrel_2_pl|Tom le barde
trp_tavern_minstrel_3|Torgo le barde
trp_tavern_minstrel_3_pl|Torgo le barde
trp_tavern_minstrel_4|Walder le barde
trp_tavern_minstrel_4_pl|Walder le barde
; trp_tavern_minstrel_5|Manfred the Bard
; trp_tavern_minstrel_5_pl|Manfred the Bard
trp_septon_1|Septon Raynard
trp_septon_1_pl|Septon Raynard
trp_septon_2|Septon Luceon
trp_septon_2_pl|Septon Luceon
trp_septon_3|Septon Armond
trp_septon_3_pl|Septon Armond
trp_septon_4|Septon Beron
trp_septon_4_pl|Septon Beron
trp_septon_5|Septon Halbert
trp_septon_5_pl|Septon Halbert
trp_septon_6|Septon Gwayne
trp_septon_6_pl|Septon Gwayne
trp_septon_7|Septon Donnel
trp_septon_7_pl|Septon Donnel
trp_septon_8|Septon Lyonel
trp_septon_8_pl|Septon Lyonel
trp_septon_9|Septon Mycah
trp_septon_9_pl|Septon Mycah
trp_septon_10|Septon Elwood
trp_septon_10_pl|Septon Elwood
trp_septon_11|Septon Allar
trp_septon_11_pl|Septon Allar
trp_septon_12|Septon Ambrose
trp_septon_12_pl|Septon Ambrose
trp_septon_13|Septon Bannen
trp_septon_13_pl|Septon Bannen
trp_septon_14|Septon Baelor
trp_septon_14_pl|Septon Baelor
trp_septon_15|Septon Desmond
trp_septon_15_pl|Septon Desmond
trp_septon_16|Septon Emmon
trp_septon_16_pl|Septon Emmon
trp_septon_17|Septon Robar
trp_septon_17_pl|Septon Robar
trp_septon_18|Septon Steffon
trp_septon_18_pl|Septon Steffon
trp_septon_19|Septon Terrence
trp_septon_19_pl|Septon Terrence
trp_septon_20|Septon Tybolt
trp_septon_20_pl|Septon Tybolt
trp_septon_21|Septon Umfred
trp_septon_21_pl|Septon Umfred
trp_septon_22|Septon Urron
trp_septon_22_pl|Septon Urron
trp_septon_23|Septon Chayle
trp_septon_23_pl|Septon Chayle
trp_septon_24|Septon Waldon
trp_septon_24_pl|Septon Waldon
trp_septon_25|Septon Walder
trp_septon_25_pl|Septon Walder
trp_septon_26|Septon Wyl
trp_septon_26_pl|Septon Wyl
trp_septon_27|Septon Mors
trp_septon_27_pl|Septon Mors
trp_septon_28|Septon Ygon
trp_septon_28_pl|Septon Ygon
trp_high_septon|Grand Septon
trp_high_septon_pl|Grand Septon
trp_drowned_god_1|Tarle Triplenoyé
trp_drowned_god_1_pl|Tarle Triplenoyé
trp_drowned_god_2|Beron Noirmarées l'Aveugle
trp_drowned_god_2_pl|Beron Noirmarées l'Aveugle
trp_drowned_god_3|Le Vieux Goéland Gris
trp_drowned_god_3_pl|Le Vieux Goéland Gris
trp_aeron_greyjoy|Aeron Greyjoy
trp_aeron_greyjoy_pl|Aeron Greyjoy
trp_red_priest_1|Yorko
trp_red_priest_1_pl|Yorko
trp_red_priest_2|Elquro
trp_red_priest_2_pl|Elquro
trp_red_priest_3|Terenno
trp_red_priest_3_pl|Terenno
trp_red_priest_4|Marenno
trp_red_priest_4_pl|Marenno
trp_red_priest_5|Yrros
trp_red_priest_5_pl|Yrros
trp_red_priest_6|Tohho
trp_red_priest_6_pl|Tohho
trp_red_priest_7|Valquro
trp_red_priest_7_pl|Valquro
trp_red_priest_8|Thomor
trp_red_priest_8_pl|Thomor
trp_red_priest_9|Sylos
trp_red_priest_9_pl|Sylos
trp_red_priest_10|Qotho
trp_red_priest_10_pl|Qotho
trp_benerro|Benerro
trp_benerro_pl|Benerro
trp_sandor|Sandor Clegane
trp_sandor_pl|Sandor Clegane
trp_emmon_frey|Ser Emmon Frey
trp_emmon_frey_pl|Ser Emmon Frey
trp_marwyn|Archmaester Marwyn
trp_marwyn_pl|Archmaester Marwyn
trp_harry_the_heir|Harrold Hardyng
trp_harry_the_heir_pl|Harrold Hardyng
trp_tyrion|Tyrion Lannister
trp_tyrion_pl|Tyrion Lannister
trp_lommy|Lommy Greenhands
trp_lommy_pl|Lommy Greenhands
trp_hot_pie|Hot Pie
trp_hot_pie_pl|Hot Pie
trp_hotho_harlaw|Hotho Harlaw
