str_no_string|NO STRING!
; str_npc17_kingsupport_2|You'd do well, I'm sure of it. But is the throne really the highest power in these lands? If you want real power, you should control the food distribution. Or perhaps have the religious leaders become dependent on you. Or you could free the slaves.
; str_npc18_kingsupport_2|I would, {playername}. But when you assume the throne, you also assume the responsibility for all the women in the realm. How can you be a just king when village elders can murder innocent women? You should know that women are the bearers of all our children, so they shouldn't be mistreated.
; str_npc19_kingsupport_2|You're really serious, are you? Well, I guess you won't be too bad, so yes, I'd support you.
; str_npc20_kingsupport_2|When you keep on saying the morning prayers I taught you, I would go to hell and back for you, {playername}. I think that many people will agree with me -- a ruler who knows his faith is one worth supporting.
; str_npc21_kingsupport_2|Without a doubt, my friend. As long as you remember the children of the streets. You'll never know when there's a fallen noble among them. If you assume the throne, it would be best to see to it that all steet urchins will have a place to stay, for when your water will run out, they might otherwise come for your head.
; str_npc22_kingsupport_2|You're really serious, are you? Well, I guess you won't be too bad, so yes, I'd support you. But I can't forget what those knights did to me. Without a doubt I'm not the only one who has suffered from their wrongdoing. What can we do against them? They do as they please. Only a real king would and could punish them.
; str_npc23_kingsupport_2|You're really serious, are you? Well, I guess you won't be too bad, so yes, I'd support you.
; str_npc24_kingsupport_2|You're really serious, are you? Well, I guess you won't be too bad, so yes, I'd support you.
str_npc25_kingsupport_2|Così tranquillo...
str_npc26_kingsupport_2|Fanculo i re, fanculo alle vostre ambizioni.
; str_npc27_kingsupport_2|You're really serious, are you? Well, I guess you won't be too bad, so yes, I'd support you.
; str_npc28_kingsupport_2|You're really serious, are you? Well, I guess you won't be too bad, so yes, I'd support you.
str_npc1_kingsupport_2a|Prego, andate avanti...
str_npc2_kingsupport_2a|Prego, continuate...
str_npc3_kingsupport_2a|Prego, continuate...
str_npc4_kingsupport_2a|Certo, lasciate che vi dica tutto su di lui.
str_npc5_kingsupport_2a|Prego andate avanti...
str_npc6_kingsupport_2a|Splendido.
str_npc7_kingsupport_2a|Bene, si, proverò a mantenere l'ordine...
str_npc8_kingsupport_2a|Abbastanza leale.
str_npc9_kingsupport_2a|Sembra abbastanza sensato...
str_npc10_kingsupport_2a|Certamente, vorrei dare ai miei sudditi tale diritto.
str_npc11_kingsupport_2a|Vedete se riuscite a rievocare questa profezia.
str_npc12_kingsupport_2a|Interessante. Prego andate avanti...
str_npc13_kingsupport_2a|Perché, sì.
str_npc14_kingsupport_2a|Prego andate avanti...
str_npc15_kingsupport_2a|Ben detto, mio buon uomo.
str_npc16_kingsupport_2a|Interessante... Prego, continuate.
str_npc17_kingsupport_2a|Lo terrò a mente.
; str_npc18_kingsupport_2a|You're absolutely right. If there is any way I can help to sooth the pain of your village...
; str_npc19_kingsupport_2a|I agree, as king I could really do something about the injustice of the world.
; str_npc20_kingsupport_2a|Of course, and I'll make everyone in the realm do so too.
str_npc21_kingsupport_2a|Un pensiero nobile, cheaiuterà ad aumentare la prosperità.
; str_npc22_kingsupport_2a|I agree, as king I could really do something about that injustice among the nobility.
; str_npc23_kingsupport_2a|I agree, as king I could really do something about the injustice of the world.
; str_npc24_kingsupport_2a|I agree, as king I could really do something about the injustice of the world.
str_npc25_kingsupport_2a|Sì, beh...
str_npc26_kingsupport_2a|Sì, beh...
; str_npc27_kingsupport_2a|I agree, as king I could really do something about the injustice of the world.
; str_npc28_kingsupport_2a|I agree, as king I could really do something about the injustice of the world.
str_npc1_kingsupport_2b|Bene. Abbiamo visto come andò a finire...
str_npc2_kingsupport_2b|Non chiedo il loro supporto, come se non volessero approfittarne.
str_npc3_kingsupport_2b|Non ho intenzione di 'zoppicare' in questo modo.
str_npc4_kingsupport_2b|Non avrò parte in questo, {mio signore/mia signora}.
str_npc5_kingsupport_2b|Ho detto di voler diventare {Re/Regina}, non di lasciarmi coinvolgere in tutto questo
str_npc6_kingsupport_2b|Non sono sicuro di poter fare tutto questo.
str_npc7_kingsupport_2b|Penso che forse stai prendendo l'idea della pace del re un po' troppo lontana,
str_npc8_kingsupport_2b|Questa è una condizione abbastanza gravosa
str_npc9_kingsupport_2b|Non sono sicuro che realizzare la vostra idea sia così semplice come pensate 
str_npc10_kingsupport_2b|Hmm. Vorrei pensarci su...
str_npc11_kingsupport_2b|Ehm... meglio se mi riprendo la mano...
str_npc12_kingsupport_2b|Basta signore, non voglio che vengano derise le nostre tradizioni.
str_npc13_kingsupport_2b|Hmm. Non sono sicuro di questo.
str_npc14_kingsupport_2b|In realtà, volevo un po' di riposo dopo essere diventato {re/regina}...
str_npc15_kingsupport_2b|{Re/Regina} dei Chierichi, forse. Basta con questi discorsi!
str_npc16_kingsupport_2b|Senza offesa, ma non sono sicuro che sia l'approccio migliore
str_npc17_kingsupport_2b|Io sono un guerriero, non un mercante. Non voglio più sentirne di queste sciocchezze.
str_npc18_kingsupport_2b|Non posso a proteggere tutte le donne del mondo, solo quelle vicino a me.
; str_npc19_kingsupport_2b|I can't always be a just and fair man.
; str_npc20_kingsupport_2b|I won't be able to say them daily once I assume the throne.
str_npc21_kingsupport_2b|Se ci proveranno, dovranno prima passare attraverso i miei soldati
; str_npc22_kingsupport_2b|You're the only one, and I can't blame all nobles for your misfortune.
str_npc23_kingsupport_2b|Non posso essere sempre un uomo giusto ed equo.
str_npc24_kingsupport_2b|Non posso essere sempre un uomo giusto ed equo.
str_npc25_kingsupport_2b|Magari un'altra volta...
str_npc26_kingsupport_2b|Magari un'altra volta...
str_npc27_kingsupport_2b|Non posso essere sempre un uomo giusto ed equo.
str_npc28_kingsupport_2b|Non posso essere sempre un uomo giusto ed equo.
; str_npc1_kingsupport_3|If I could go about this land for a few weeks, telling the common folk that you were going to amnesty their murderous kinfolk like the kings of old -- well, they would start talking of you as the rightful king, and that would pave your way to the throne. Shall I do that, {playername}?
; str_npc2_kingsupport_3|If you like, {playername}, I can take a few weeks to visit the guildhalls and manses where I have contacts, and explain to them that, in you, they will have a {king/ruler} who will check the rapacious nobles, who, with their tariffs and taxes, would strangle commerce for the sake of a few extra gold coins to spend on their roasted peacocks and ridiculous tourneys. What do you say to that {playername}?
str_npc3_kingsupport_3|Se voi vi prenderete un tale impegno {signore/signora}, credo aiuterebbe molti nobili di questa terra in tempi del genere. Se il vostro scopo è quello di ripristinare il vecchio sistema di Calradia, voi sarete il {re/sovrano} più legittimo a riuscirci. Lasciatemi un paio di settimane, {signore/signora}, e io dirò in giro che voi intendete ripristinare gli antichi diritti.
str_npc4_kingsupport_3|Sì, ne ho sentito parlare, infatti, posso immaginarmi la {sua/sua} intera genealogia. Se mi darete un po' di tempo, 'Maestà', andrò in giro per i castelli e i villaggi di questo regno a diffondere la parola della vostra regalità. Naturalmente, mi auguro che vi ricordiate di chi vi è stato fedele quando distribuirete le terre...
str_npc5_kingsupport_3|Ad ogni modo, in questi tempi oscuri gli uomini benestanti non si interessano a noi, facendoci pagare tasse esorbitanti. È un grande peso per la mia gente. Se potessi prendermi un paio di settimane per dire agli uomini della steppa che intendete ripristinare gli antichi diritti, penso che avreste molti uomini a supportarvi come Khan, e il primo passo per diventare Khan è essere chiamato con quel nome.
str_npc6_kingsupport_3|Molto bene. Anche se sono un estraneo alla mia famiglia, ho fatto entrare molti nobili nella sala del trono, e voi sareste il benvenuto. Andrò in giro per queste terre a dire ai nobili che quando voi sarete {re/Regina}, cercherete di aiutare i deboli e di eliminare gli oppressori, e che forse un giorno toglierete il peccato dal mondo.
